seed,gen,best_ppf,sigma,h_sens_pop,div,stag,n_al
271,107,1.816809058189392,0.0571046806871891,1.6675595861047143,1.0,15,50
271,108,1.816809058189392,0.0571046806871891,1.6811235255248673,1.0,16,50
271,109,1.816809058189392,0.0571046806871891,1.6772296766377213,1.0,17,50
271,110,1.816809058189392,0.0571046806871891,1.6738147295433723,1.0,18,50
271,111,1.816809058189392,0.0571046806871891,1.64467715525182,1.0,19,50
271,112,1.816809058189392,0.0571046806871891,1.673605265834845,1.0,0,50
271,113,1.816809058189392,0.0571046806871891,1.6735254706131302,1.0,1,50
271,114,1.816809058189392,0.0571046806871891,1.6442129244159793,1.0,2,50
271,115,1.816809058189392,0.0571046806871891,1.6641786224023758,1.0,3,50
271,116,1.816809058189392,0.0571046806871891,1.6693927447604484,1.0,4,50
271,117,1.816809058189392,0.0571046806871891,1.6773396063227854,1.0,5,50
271,118,1.816809058189392,0.0571046806871891,1.652842824128098,1.0,6,50
271,119,1.816809058189392,0.0571046806871891,1.65305618193887,1.0,7,50
271,120,1.816809058189392,0.0571046806871891,1.6554202628503005,1.0,8,50
271,121,1.816809058189392,0.0571046806871891,1.6488614187129635,1.0,9,50
271,122,1.816809058189392,0.0571046806871891,1.6677252582897355,1.0,10,50
271,123,1.816809058189392,0.0571046806871891,1.6841787275278253,1.0,11,50
271,124,1.816809058189392,0.0571046806871891,1.681380779435602,1.0,12,50
271,125,1.816809058189392,0.0571046806871891,1.7222009509366278,1.0,13,50
271,126,1.816809058189392,0.0571046806871891,1.7190518340031213,1.0,14,50
271,127,1.816809058189392,0.0571046806871891,1.6964647221878066,1.0,15,50
271,128,1.816809058189392,0.0571046806871891,1.6815119686434106,1.0,16,50
271,129,1.816809058189392,0.0571046806871891,1.681158420349629,1.0,17,50
271,130,1.816809058189392,0.0571046806871891,1.6764062481405775,1.0,18,50
271,131,1.816809058189392,0.0571046806871891,1.6709430393479294,1.0,19,50
271,132,1.816809058189392,0.0571046806871891,1.6931115734493325,1.0,0,50
271,133,1.816809058189392,0.0571046806871891,1.6806078983088915,1.0,1,50
271,134,1.816809058189392,0.0571046806871891,1.6773544791637514,1.0,2,50
271,135,1.816809058189392,0.0571046806871891,1.6608953190517863,1.0,3,50
271,136,1.816809058189392,0.0571046806871891,1.6521259001951492,1.0,4,50
271,137,1.816809058189392,0.0571046806871891,1.645666137617324,1.0,5,50
271,138,1.816809058189392,0.0571046806871891,1.6411142795443912,1.0,6,50
271,139,1.816809058189392,0.0571046806871891,1.6442824295264054,1.0,7,50
271,140,1.816809058189392,0.0571046806871891,1.624455981190923,1.0,8,50
271,141,1.816809058189392,0.0571046806871891,1.6303412507585242,1.0,9,50
271,142,1.816809058189392,0.0571046806871891,1.653653718701638,1.0,10,50
271,143,1.816809058189392,0.0571046806871891,1.68071535076132,1.0,11,50
271,144,1.816809058189392,0.0571046806871891,1.6661016978851562,1.0,12,50
271,145,1.816809058189392,0.0571046806871891,1.6872412349508084,1.0,13,50
271,146,1.816809058189392,0.0571046806871891,1.6490369729356442,1.0,14,50
271,147,1.816809058189392,0.0571046806871891,1.6625046785931967,1.0,15,50
271,148,1.816809058189392,0.0571046806871891,1.6642849355887697,1.0,16,50
271,149,1.816809058189392,0.0571046806871891,1.6616491290398714,1.0,17,50
271,150,1.816809058189392,0.0571046806871891,1.6587556117976374,1.0,18,50
271,151,1.816809058189392,0.0571046806871891,1.6556029418468083,1.0,19,50
271,152,1.816809058189392,0.0571046806871891,1.6392398190112754,1.0,0,50
271,153,1.816809058189392,0.0571046806871891,1.6555090642147414,1.0,1,50
271,154,1.816809058189392,0.0571046806871891,1.690243905469969,1.0,2,50
271,155,1.816809058189392,0.0571046806871891,1.6485727064349514,1.0,3,50
271,156,1.816809058189392,0.0571046806871891,1.644935124004291,1.0,4,50
271,157,1.816809058189392,0.0571046806871891,1.6250374010091126,1.0,5,50
271,158,1.816809058189392,0.0571046806871891,1.6236061631874046,1.0,6,50
271,159,1.816809058189392,0.0571046806871891,1.593473802974469,1.0,7,50
271,160,1.816809058189392,0.0571046806871891,1.5728179593562104,1.0,8,50
271,161,1.816809058189392,0.0571046806871891,1.608559085479784,1.0,9,50
271,162,1.816809058189392,0.0571046806871891,1.6238674460393647,1.0,10,50
271,163,1.816809058189392,0.0571046806871891,1.6294276554498348,1.0,11,50
271,164,1.816809058189392,0.0571046806871891,1.634239976029215,1.0,12,50
271,165,1.816809058189392,0.0571046806871891,1.615318813244395,1.0,13,50
271,166,1.816809058189392,0.0571046806871891,1.623737643020956,1.0,14,50
271,167,1.816809058189392,0.0571046806871891,1.6152122081156224,1.0,15,50
271,168,1.816809058189392,0.0571046806871891,1.6182966594827342,1.0,16,50
271,169,1.816809058189392,0.0571046806871891,1.6276442486039042,1.0,17,50
271,170,1.816809058189392,0.0571046806871891,1.6237662105706254,1.0,18,50
271,171,1.816809058189392,0.0571046806871891,1.6081809831222895,1.0,19,50
271,172,1.816809058189392,0.0571046806871891,1.6242418685796198,1.0,0,50
271,173,1.816809058189392,0.0571046806871891,1.6490150451271464,1.0,1,50
271,174,1.816809058189392,0.0571046806871891,1.6425005225876692,1.0,2,50
271,175,1.816809058189392,0.0571046806871891,1.6356400050933175,1.0,3,50
271,176,1.816809058189392,0.0571046806871891,1.624171315867744,1.0,4,50
271,177,1.816809058189392,0.0571046806871891,1.624501241413798,1.0,5,50
271,178,1.816809058189392,0.0571046806871891,1.6382198166295814,1.0,6,50
271,179,1.816809058189392,0.0571046806871891,1.645468024710096,1.0,7,50
271,180,1.816809058189392,0.0571046806871891,1.6458432051799547,1.0,8,50
271,181,1.816809058189392,0.0571046806871891,1.6341302654880845,1.0,9,50
271,182,1.816809058189392,0.0571046806871891,1.6208128618540325,1.0,10,50
271,183,1.816809058189392,0.0571046806871891,1.5948151177560377,1.0,11,50
271,184,1.816809058189392,0.0571046806871891,1.5677784672636015,1.0,12,50
271,185,1.816809058189392,0.0571046806871891,1.5668914090728099,1.0,13,50
271,186,1.816809058189392,0.0571046806871891,1.5812809620082815,1.0,14,50
271,187,1.816809058189392,0.0571046806871891,1.6026558999594227,1.0,15,50
271,188,1.816809058189392,0.0571046806871891,1.5981204476568711,1.0,16,50
271,189,1.816809058189392,0.0571046806871891,1.6141505405976335,1.0,17,50
271,190,1.816809058189392,0.0571046806871891,1.593003708278836,1.0,18,50
271,191,1.816809058189392,0.0571046806871891,1.5946062966580796,1.0,19,50
271,192,1.816809058189392,0.0571046806871891,1.6379174346455778,1.0,0,50
271,193,1.816809058189392,0.0571046806871891,1.6502162735863375,1.0,1,50
271,194,1.816809058189392,0.0571046806871891,1.6412410857612918,1.0,2,50
271,195,1.816809058189392,0.0571046806871891,1.6122366058806614,1.0,3,50
271,196,1.816809058189392,0.0571046806871891,1.6190183970568228,1.0,4,50
271,197,1.816809058189392,0.0571046806871891,1.6217346779672568,1.0,5,50
271,198,1.816809058189392,0.0571046806871891,1.6324087334791497,1.0,6,50
271,199,1.816809058189392,0.0571046806871891,1.6337587187841314,1.0,7,50
271,200,1.816809058189392,0.0571046806871891,1.6289892230451843,1.0,8,50
271,201,1.816809058189392,0.0571046806871891,1.6408158273326834,1.0,9,50
271,202,1.816809058189392,0.0571046806871891,1.631420669131837,1.0,10,50
271,203,1.816809058189392,0.0571046806871891,1.6476172839602803,1.0,11,50
271,204,1.816809058189392,0.0571046806871891,1.6269652497562967,1.0,12,50
271,205,1.816809058189392,0.0571046806871891,1.6208773167881005,1.0,13,50
271,206,1.816809058189392,0.0571046806871891,1.6179625890563785,1.0,14,50
271,207,1.816809058189392,0.0571046806871891,1.5984239693591222,1.0,15,50
271,208,1.816809058189392,0.0571046806871891,1.5869490222386111,1.0,16,50
271,209,1.816809058189392,0.0571046806871891,1.5682642087768954,1.0,17,50
271,210,1.816809058189392,0.0571046806871891,1.5580621955704008,1.0,18,50
271,211,1.816809058189392,0.0571046806871891,1.554156032573871,1.0,19,50
271,212,1.816809058189392,0.0571046806871891,1.5735370438648084,1.0,0,50
271,213,1.816809058189392,0.0571046806871891,1.5591967140599872,1.0,1,50
271,214,1.816809058189392,0.0571046806871891,1.5714745066683913,1.0,2,50
271,215,1.816809058189392,0.0571046806871891,1.5677538263769057,1.0,3,50
271,216,1.816809058189392,0.0571046806871891,1.5695876199291428,1.0,4,50
271,217,1.816809058189392,0.0571046806871891,1.5501923032474734,1.0,5,50
271,218,1.816809058189392,0.0571046806871891,1.5300546013891212,1.0,6,50
271,219,1.816809058189392,0.0571046806871891,1.5136033189000264,1.0,7,50
271,220,1.816809058189392,0.0571046806871891,1.5032272449026163,1.0,8,50
271,221,1.816809058189392,0.0571046806871891,1.489914644917946,1.0,9,50
271,222,1.816809058189392,0.0571046806871891,1.5201671043987663,1.0,10,50
271,223,1.816809058189392,0.0571046806871891,1.533048272064363,1.0,11,50
271,224,1.816809058189392,0.0571046806871891,1.5248467920011868,1.0,12,50
271,225,1.816809058189392,0.0571046806871891,1.5247167576111973,1.0,13,50
271,226,1.816809058189392,0.0571046806871891,1.5120705497839189,1.0,14,50
271,227,1.816809058189392,0.0571046806871891,1.5248367201394168,1.0,15,50
271,228,1.816809058189392,0.0571046806871891,1.5254192224675078,1.0,16,50
271,229,1.816809058189392,0.0571046806871891,1.4922957958490917,1.0,17,50
271,230,1.816809058189392,0.0571046806871891,1.5247317759236922,1.0,18,50
271,231,1.816809058189392,0.0571046806871891,1.5172260326102474,1.0,19,50
271,232,1.816809058189392,0.0571046806871891,1.5571211781726835,1.0,0,50
271,233,1.816809058189392,0.0571046806871891,1.5506154515859507,1.0,1,50
271,234,1.816809058189392,0.0571046806871891,1.5389733780534463,1.0,2,50
271,235,1.816809058189392,0.0571046806871891,1.523490847049312,1.0,3,50
271,236,1.816809058189392,0.0571046806871891,1.495405993318783,1.0,4,50
271,237,1.816809058189392,0.0571046806871891,1.477003622428394,1.0,5,50
271,238,1.816809058189392,0.0571046806871891,1.4558255259766493,1.0,6,50
271,239,1.816809058189392,0.0571046806871891,1.4602150597879162,1.0,7,50
271,240,1.816809058189392,0.0571046806871891,1.4662682543339725,1.0,8,50
271,241,1.816809058189392,0.0571046806871891,1.499916219091844,1.0,9,50
271,242,1.816809058189392,0.0571046806871891,1.4956341051683317,1.0,10,50
271,243,1.816809058189392,0.0571046806871891,1.5068441622450972,1.0,11,50
271,244,1.816809058189392,0.0571046806871891,1.4713730918260484,1.0,12,50
271,245,1.816809058189392,0.0571046806871891,1.479826714095835,1.0,13,50
271,246,1.816809058189392,0.0571046806871891,1.4860385392648245,1.0,14,50
271,247,1.816809058189392,0.0571046806871891,1.4282193618517254,1.0,15,50
271,248,1.816809058189392,0.0571046806871891,1.4333568782696824,1.0,16,50
271,249,1.816809058189392,0.0571046806871891,1.4419152754905435,1.0,17,50
271,250,1.816809058189392,0.0571046806871891,1.4624236740003222,1.0,18,50
509,1,1.8909246921539307,0.05827448144555092,1.7331331101210405,1.0,0,20
509,2,1.8856091499328613,0.04458772391080856,1.7180390384032482,1.0,0,41
509,3,1.8690674304962158,0.07063060253858566,1.689006754425455,1.0,0,50
509,4,1.8690674304962158,0.07063060253858566,1.6905797765523807,1.0,1,50
509,5,1.8690674304962158,0.07063060253858566,1.715148847802225,1.0,2,50
509,6,1.8626893758773804,0.060700420290231705,1.7044634102252703,1.0,0,50
509,7,1.8480141162872314,0.09008472412824631,1.7045309276330431,1.0,0,50
509,8,1.8480141162872314,0.09008472412824631,1.7165387253840019,1.0,1,50
509,9,1.8480141162872314,0.09008472412824631,1.7053766678335731,1.0,2,50
509,10,1.8480141162872314,0.09008472412824631,1.7355837208778586,1.0,3,50
509,11,1.8480141162872314,0.09008472412824631,1.7296799637988505,1.0,4,50
509,12,1.8480141162872314,0.09008472412824631,1.6953631885533793,1.0,5,50
509,13,1.8480141162872314,0.09008472412824631,1.7367535340197593,1.0,6,50
509,14,1.8480141162872314,0.09008472412824631,1.7137728274676354,1.0,7,50
509,15,1.8480141162872314,0.09008472412824631,1.715980361438509,1.0,8,50
509,16,1.8480141162872314,0.09008472412824631,1.7340374676751757,1.0,9,50
509,17,1.8480141162872314,0.09008472412824631,1.7370116536924698,1.0,10,50
509,18,1.8480141162872314,0.09008472412824631,1.7208414048840903,1.0,11,50
509,19,1.8480141162872314,0.09008472412824631,1.6953140985698645,1.0,12,50
509,20,1.8480141162872314,0.09008472412824631,1.7286449867987175,1.0,13,50
509,21,1.8397854566574097,0.0816812738776207,1.6820602720481608,1.0,0,50
509,22,1.8397854566574097,0.0816812738776207,1.6898241387661868,1.0,1,50
509,23,1.8397854566574097,0.0816812738776207,1.6746138149641483,1.0,2,50
509,24,1.8397854566574097,0.0816812738776207,1.6843785746019149,1.0,3,50
509,25,1.8397854566574097,0.0816812738776207,1.6745943252493058,1.0,4,50
509,26,1.8397854566574097,0.0816812738776207,1.7216993042657929,1.0,5,50
509,27,1.8397854566574097,0.0816812738776207,1.7321679062064985,1.0,6,50
509,28,1.8397854566574097,0.0816812738776207,1.7121002501722236,1.0,7,50
509,29,1.7994813919067383,0.05097419396042824,1.7310555379038803,1.0,0,50
509,30,1.7994813919067383,0.05097419396042824,1.710835772524394,1.0,1,50
509,31,1.7994813919067383,0.05097419396042824,1.6961249895989503,1.0,2,50
509,32,1.7994813919067383,0.05097419396042824,1.7028282125822327,1.0,3,50
509,33,1.7994813919067383,0.05097419396042824,1.6852732469609224,1.0,4,50
509,34,1.7994813919067383,0.05097419396042824,1.6961793941155028,1.0,5,50
509,35,1.7994813919067383,0.05097419396042824,1.7232391920690473,1.0,6,50
509,36,1.7994813919067383,0.05097419396042824,1.7088965505412097,1.0,7,50
509,37,1.7994813919067383,0.05097419396042824,1.7291633005607847,1.0,8,50
509,38,1.7994813919067383,0.05097419396042824,1.726976928707373,1.0,9,50
509,39,1.7994813919067383,0.05097419396042824,1.7244183001397042,1.0,10,50
509,40,1.7994813919067383,0.05097419396042824,1.7342416906087077,1.0,11,50
509,41,1.7994813919067383,0.05097419396042824,1.7251214487462627,1.0,12,50
509,42,1.7994813919067383,0.05097419396042824,1.7335462272918498,1.0,13,50
509,43,1.7994813919067383,0.05097419396042824,1.7224664323032546,1.0,14,50
509,44,1.7994813919067383,0.05097419396042824,1.7306087712579947,1.0,15,50
509,45,1.7994813919067383,0.05097419396042824,1.7195441204331972,1.0,16,50
509,46,1.7994813919067383,0.05097419396042824,1.7274232325789938,1.0,17,50
509,47,1.7994813919067383,0.05097419396042824,1.7247790529013596,1.0,18,50
509,48,1.7994813919067383,0.05097419396042824,1.7181888089155757,1.0,19,50
509,49,1.7994813919067383,0.05097419396042824,1.7386911500556061,1.0,0,50
509,50,1.7994813919067383,0.05097419396042824,1.7218421982179306,1.0,1,50
509,51,1.7994813919067383,0.05097419396042824,1.7456291454862032,1.0,2,50
509,52,1.7994813919067383,0.05097419396042824,1.7228933821095624,1.0,3,50
509,53,1.7994813919067383,0.05097419396042824,1.7257376527101538,1.0,4,50
509,54,1.7994813919067383,0.05097419396042824,1.726662426660748,1.0,5,50
509,55,1.7994813919067383,0.05097419396042824,1.71423810078447,1.0,6,50
509,56,1.7994813919067383,0.05097419396042824,1.7328226855190803,1.0,7,50
509,57,1.7994813919067383,0.05097419396042824,1.7100323969925975,1.0,8,50
509,58,1.7994813919067383,0.05097419396042824,1.6921866751470118,1.0,9,50
509,59,1.7994813919067383,0.05097419396042824,1.709207534502335,1.0,10,50
509,60,1.7994813919067383,0.05097419396042824,1.7022876980113621,1.0,11,50
509,61,1.7994813919067383,0.05097419396042824,1.7155790913765092,1.0,12,50
509,62,1.7994813919067383,0.05097419396042824,1.708604292915372,1.0,13,50
509,63,1.7994813919067383,0.05097419396042824,1.7005537857251023,1.0,14,50
509,64,1.7994813919067383,0.05097419396042824,1.6970559075344527,1.0,15,50
509,65,1.7994813919067383,0.05097419396042824,1.692404920735544,1.0,16,50
509,66,1.7994813919067383,0.05097419396042824,1.690044086178125,1.0,17,50
509,67,1.7994813919067383,0.05097419396042824,1.671034136739997,1.0,18,50
509,68,1.7994813919067383,0.05097419396042824,1.6801553056183602,1.0,19,50
509,69,1.7994813919067383,0.05097419396042824,1.6924542612386375,1.0,0,50
509,70,1.7994813919067383,0.05097419396042824,1.6987644347557782,1.0,1,50
509,71,1.7994813919067383,0.05097419396042824,1.7052906927375768,1.0,2,50
509,72,1.7994813919067383,0.05097419396042824,1.674918693047468,1.0,3,50
509,73,1.7994813919067383,0.05097419396042824,1.679731240402335,1.0,4,50
509,74,1.7994813919067383,0.05097419396042824,1.7045649420715796,1.0,5,50
509,75,1.7994813919067383,0.05097419396042824,1.686662448856108,1.0,6,50
509,76,1.7994813919067383,0.05097419396042824,1.7118417491288014,1.0,7,50
509,77,1.7994813919067383,0.05097419396042824,1.6957682390110485,1.0,8,50
509,78,1.7994813919067383,0.05097419396042824,1.697147231323964,1.0,9,50
509,79,1.7994813919067383,0.05097419396042824,1.6621438931500059,1.0,10,50
509,80,1.7994813919067383,0.05097419396042824,1.645347181297161,1.0,11,50
509,81,1.7994813919067383,0.05097419396042824,1.6674029645643325,1.0,12,50
509,82,1.7994813919067383,0.05097419396042824,1.6763468278984324,1.0,13,50
509,83,1.7994813919067383,0.05097419396042824,1.668940077284628,1.0,14,50
509,84,1.7994813919067383,0.05097419396042824,1.6782071274966817,1.0,15,50
509,85,1.7994813919067383,0.05097419396042824,1.6769112609394723,1.0,16,50
509,86,1.7994813919067383,0.05097419396042824,1.6692382211926098,1.0,17,50
509,87,1.7994813919067383,0.05097419396042824,1.6925713148605108,1.0,18,50
509,88,1.7994813919067383,0.05097419396042824,1.6829377680801834,1.0,19,50
509,89,1.7994813919067383,0.05097419396042824,1.7040455128324636,1.0,0,50
509,90,1.7994813919067383,0.05097419396042824,1.6971173341822499,1.0,1,50
509,91,1.7994813919067383,0.05097419396042824,1.6876618889411414,1.0,2,50
509,92,1.7994813919067383,0.05097419396042824,1.6956223061784306,1.0,3,50
509,93,1.7994813919067383,0.05097419396042824,1.6725048439113317,1.0,4,50
509,94,1.7994813919067383,0.05097419396042824,1.6794788362577246,1.0,5,50
509,95,1.7994813919067383,0.05097419396042824,1.6685463108911387,1.0,6,50
509,96,1.7994813919067383,0.05097419396042824,1.6554714434544657,1.0,7,50
509,97,1.7994813919067383,0.05097419396042824,1.6879991539053085,1.0,8,50
509,98,1.7994813919067383,0.05097419396042824,1.6730732904744914,1.0,9,50
509,99,1.7994813919067383,0.05097419396042824,1.6767206426346772,1.0,10,50
509,100,1.7994813919067383,0.05097419396042824,1.6612868327022923,1.0,11,50
509,101,1.7994813919067383,0.05097419396042824,1.667294849764046,1.0,12,50
509,102,1.7994813919067383,0.05097419396042824,1.6667079933845363,1.0,13,50
509,103,1.7994813919067383,0.05097419396042824,1.6731007060204854,1.0,14,50
509,104,1.7994813919067383,0.05097419396042824,1.6529579510659262,1.0,15,50
509,105,1.7994813919067383,0.05097419396042824,1.6626718643605543,1.0,16,50
509,106,1.7994813919067383,0.05097419396042824,1.6986692084412796,1.0,17,50
509,107,1.7994813919067383,0.05097419396042824,1.6851254886022926,1.0,18,50
509,108,1.7994813919067383,0.05097419396042824,1.680090121924026,1.0,19,50
509,109,1.7994813919067383,0.05097419396042824,1.7169708513236945,1.0,0,50
509,110,1.7994813919067383,0.05097419396042824,1.7010424563185327,1.0,1,50
509,111,1.7994813919067383,0.05097419396042824,1.6999485434475667,1.0,2,50
509,112,1.7994813919067383,0.05097419396042824,1.6725377014358715,1.0,3,50
509,113,1.7994813919067383,0.05097419396042824,1.6791102767832535,1.0,4,50
509,114,1.7994813919067383,0.05097419396042824,1.6815071831100985,1.0,5,50
509,115,1.7994813919067383,0.05097419396042824,1.7054566761697854,1.0,6,50
509,116,1.7994813919067383,0.05097419396042824,1.7072929679781645,1.0,7,50
509,117,1.7994813919067383,0.05097419396042824,1.7033398699349003,1.0,8,50
509,118,1.7994813919067383,0.05097419396042824,1.6911559307630826,1.0,9,50
509,119,1.7994813919067383,0.05097419396042824,1.665475824969405,1.0,10,50
509,120,1.7994813919067383,0.05097419396042824,1.6945288991641452,1.0,11,50
509,121,1.7994813919067383,0.05097419396042824,1.6982297230357772,1.0,12,50
509,122,1.7994813919067383,0.05097419396042824,1.7038195235841236,1.0,13,50
509,123,1.7994813919067383,0.05097419396042824,1.6873525187300489,1.0,14,50
509,124,1.7994813919067383,0.05097419396042824,1.6889121227132546,1.0,15,50
509,125,1.7994813919067383,0.05097419396042824,1.7028094931676687,1.0,16,50
509,126,1.7994813919067383,0.05097419396042824,1.6913460525100024,1.0,17,50
509,127,1.7994813919067383,0.05097419396042824,1.67413742197547,1.0,18,50
509,128,1.7994813919067383,0.05097419396042824,1.6807187481200454,1.0,19,50
509,129,1.7994813919067383,0.05097419396042824,1.7067673383055588,1.0,0,50
509,130,1.7994813919067383,0.05097419396042824,1.6864404141504703,1.0,1,50
509,131,1.7994813919067383,0.05097419396042824,1.689971015877372,1.0,2,50
509,132,1.7994813919067383,0.05097419396042824,1.6833633432277513,1.0,3,50
509,133,1.7994813919067383,0.05097419396042824,1.7104271185682969,1.0,4,50
509,134,1.7994813919067383,0.05097419396042824,1.684836566022188,1.0,5,50
509,135,1.7994813919067383,0.05097419396042824,1.6798638079037165,1.0,6,50
509,136,1.7994813919067383,0.05097419396042824,1.6749024916068607,1.0,7,50
509,137,1.7994813919067383,0.05097419396042824,1.6766450629321699,1.0,8,50
509,138,1.7994813919067383,0.05097419396042824,1.6864876457808207,1.0,9,50
509,139,1.7994813919067383,0.05097419396042824,1.6609159065395922,1.0,10,50
509,140,1.7994813919067383,0.05097419396042824,1.670882954358744,1.0,11,50
509,141,1.7994813919067383,0.05097419396042824,1.6604428565476794,1.0,12,50
509,142,1.7994813919067383,0.05097419396042824,1.65076833537376,1.0,13,50
509,143,1.7994813919067383,0.05097419396042824,1.6602000451088528,1.0,14,50
509,144,1.7994813919067383,0.05097419396042824,1.651938476489158,1.0,15,50
509,145,1.7994813919067383,0.05097419396042824,1.6325495733129232,1.0,16,50
509,146,1.7994813919067383,0.05097419396042824,1.6332170614826291,1.0,17,50
509,147,1.7994813919067383,0.05097419396042824,1.6494560333015458,1.0,18,50
509,148,1.7994813919067383,0.05097419396042824,1.6760419839090188,1.0,19,50
509,149,1.7994813919067383,0.05097419396042824,1.669716651594128,1.0,0,50
509,150,1.7994813919067383,0.05097419396042824,1.6669332929743148,1.0,1,50
509,151,1.7994813919067383,0.05097419396042824,1.623194810726386,1.0,2,50
509,152,1.7994813919067383,0.05097419396042824,1.6354203777985674,1.0,3,50
509,153,1.7994813919067383,0.05097419396042824,1.6215305102682742,1.0,4,50
509,154,1.7994813919067383,0.05097419396042824,1.6248539431118358,1.0,5,50
509,155,1.7994813919067383,0.05097419396042824,1.6387880618485946,1.0,6,50
509,156,1.7994813919067383,0.05097419396042824,1.6328603528310002,1.0,7,50
509,157,1.7994813919067383,0.05097419396042824,1.6477363328099768,1.0,8,50
509,158,1.7994813919067383,0.05097419396042824,1.644341141699141,1.0,9,50
509,159,1.7994813919067383,0.05097419396042824,1.648828708501939,1.0,10,50
509,160,1.7994813919067383,0.05097419396042824,1.6517732391295394,1.0,11,50
509,161,1.7994813919067383,0.05097419396042824,1.669250336961817,1.0,12,50
509,162,1.7994813919067383,0.05097419396042824,1.6523651384469777,1.0,13,50
509,163,1.7994813919067383,0.05097419396042824,1.6748166930940733,1.0,14,50
509,164,1.7994813919067383,0.05097419396042824,1.640108785439729,1.0,15,50
509,165,1.7994813919067383,0.05097419396042824,1.645614694657423,1.0,16,50
509,166,1.7994813919067383,0.05097419396042824,1.6390486045322608,1.0,17,50
509,167,1.7994813919067383,0.05097419396042824,1.6278618391060684,1.0,18,50
509,168,1.7994813919067383,0.05097419396042824,1.6142746420143044,1.0,19,50
509,169,1.7994813919067383,0.05097419396042824,1.620929712064856,1.0,0,50
509,170,1.7994813919067383,0.05097419396042824,1.6254760555253982,1.0,1,50
509,171,1.7994813919067383,0.05097419396042824,1.597285063191999,1.0,2,50
509,172,1.7994813919067383,0.05097419396042824,1.6202968826283908,1.0,3,50
509,173,1.7994813919067383,0.05097419396042824,1.6455194195919196,1.0,4,50
509,174,1.7994813919067383,0.05097419396042824,1.6172974100001192,1.0,5,50
509,175,1.7994813919067383,0.05097419396042824,1.6388941592426347,1.0,6,50
509,176,1.7994813919067383,0.05097419396042824,1.648850972143161,1.0,7,50
509,177,1.7994813919067383,0.05097419396042824,1.6591185500697354,1.0,8,50
509,178,1.7994813919067383,0.05097419396042824,1.650481484854176,1.0,9,50
509,179,1.7994813919067383,0.05097419396042824,1.635959965058858,1.0,10,50
509,180,1.7994813919067383,0.05097419396042824,1.632671569296153,1.0,11,50
509,181,1.7994813919067383,0.05097419396042824,1.6207395344648516,1.0,12,50
509,182,1.7994813919067383,0.05097419396042824,1.6241954423946023,1.0,13,50
509,183,1.7994813919067383,0.05097419396042824,1.6296533162563855,1.0,14,50
509,184,1.7994813919067383,0.05097419396042824,1.6070604717447967,1.0,15,50
509,185,1.7994813919067383,0.05097419396042824,1.632180757177105,1.0,16,50
509,186,1.7994813919067383,0.05097419396042824,1.633951617865547,1.0,17,50
509,187,1.7994813919067383,0.05097419396042824,1.6213335412929213,1.0,18,50
509,188,1.7994813919067383,0.05097419396042824,1.604292484770861,1.0,19,50
509,189,1.7994813919067383,0.05097419396042824,1.64643106642226,1.0,0,50
509,190,1.7994813919067383,0.05097419396042824,1.6481244221228606,1.0,1,50
509,191,1.7994813919067383,0.05097419396042824,1.6120801158444253,1.0,2,50
509,192,1.7994813919067383,0.05097419396042824,1.609723488528661,1.0,3,50
509,193,1.7994813919067383,0.05097419396042824,1.5959603938987321,1.0,4,50
509,194,1.7994813919067383,0.05097419396042824,1.5997648649855545,1.0,5,50
509,195,1.7994813919067383,0.05097419396042824,1.597522061434233,1.0,6,50
509,196,1.7994813919067383,0.05097419396042824,1.5732191098360346,1.0,7,50
509,197,1.7994813919067383,0.05097419396042824,1.5889849848316986,1.0,8,50
509,198,1.7994813919067383,0.05097419396042824,1.5782465157441625,1.0,9,50
509,199,1.7994813919067383,0.05097419396042824,1.5766574010038024,1.0,10,50
509,200,1.7994813919067383,0.05097419396042824,1.5856126573057603,1.0,11,50
509,201,1.7994813919067383,0.05097419396042824,1.5936055261359232,1.0,12,50
509,202,1.7994813919067383,0.05097419396042824,1.5618500007432807,1.0,13,50
509,203,1.7994813919067383,0.05097419396042824,1.5501787275860774,1.0,14,50
509,204,1.7994813919067383,0.05097419396042824,1.565214417195747,1.0,15,50
509,205,1.7994813919067383,0.05097419396042824,1.5923298463004423,1.0,16,50
509,206,1.7994813919067383,0.05097419396042824,1.600822155577014,1.0,17,50
509,207,1.7994813919067383,0.05097419396042824,1.6034148830898416,1.0,18,50
509,208,1.7994813919067383,0.05097419396042824,1.5990826746899622,1.0,19,50
509,209,1.7994813919067383,0.05097419396042824,1.6217741243256334,1.0,0,50
509,210,1.7994813919067383,0.05097419396042824,1.6119858452264573,1.0,1,50
509,211,1.7994813919067383,0.05097419396042824,1.5964896299648768,1.0,2,50
509,212,1.7994813919067383,0.05097419396042824,1.5920775323037664,1.0,3,50
509,213,1.7994813919067383,0.05097419396042824,1.5823883260293543,1.0,4,50
509,214,1.7994813919067383,0.05097419396042824,1.5875823724743392,1.0,5,50
509,215,1.7994813919067383,0.05097419396042824,1.5660225343772929,1.0,6,50
509,216,1.7994813919067383,0.05097419396042824,1.5783152032994918,1.0,7,50
509,217,1.7994813919067383,0.05097419396042824,1.580693458405844,1.0,8,50
509,218,1.7994813919067383,0.05097419396042824,1.5553594697708235,1.0,9,50
509,219,1.7994813919067383,0.05097419396042824,1.5696980567727234,1.0,10,50
