arm,seed,gen,best_ppf,sigma,h_hist_pop,div,stag,n_al
A_baseline,137,42,1.797544240951538,0.05951550975441933,1.6817518482570377,1.0,15,50
A_baseline,137,43,1.797544240951538,0.05951550975441933,1.6844173863970466,1.0,16,50
A_baseline,137,44,1.797544240951538,0.05951550975441933,1.6929852521538304,1.0,17,50
A_baseline,137,45,1.797544240951538,0.05951550975441933,1.6868258427526712,1.0,18,50
A_baseline,137,46,1.797544240951538,0.05951550975441933,1.6906582596670758,1.0,19,50
A_baseline,137,47,1.797544240951538,0.05951550975441933,1.7248008979215586,1.0,0,50
A_baseline,137,48,1.797544240951538,0.05951550975441933,1.7022147237307002,1.0,1,50
A_baseline,137,49,1.797544240951538,0.05951550975441933,1.7006585141696646,1.0,2,50
A_baseline,137,50,1.797544240951538,0.05951550975441933,1.692100827552748,1.0,3,50
A_baseline,137,51,1.797544240951538,0.05951550975441933,1.6601299258875828,1.0,4,50
A_baseline,137,52,1.797544240951538,0.05951550975441933,1.6823646085434778,1.0,5,50
A_baseline,137,53,1.797544240951538,0.05951550975441933,1.6869293845967754,1.0,6,50
A_baseline,137,54,1.797544240951538,0.05951550975441933,1.6983068432454456,1.0,7,50
A_baseline,137,55,1.797544240951538,0.05951550975441933,1.7023807616673514,1.0,8,50
A_baseline,137,56,1.797544240951538,0.05951550975441933,1.6954191061142787,1.0,9,50
A_baseline,137,57,1.797544240951538,0.05951550975441933,1.7059717974375475,1.0,10,50
A_baseline,137,58,1.797544240951538,0.05951550975441933,1.696247254511126,1.0,11,50
A_baseline,137,59,1.797544240951538,0.05951550975441933,1.695438665868453,1.0,12,50
