seed,gen,best_ppf,best_cycle,best_fit,stag,H_mean,H_sens
42,189,1.5273414,310.55167,-1.5273414,37,0.15197841391735437,0.13967333671529994
42,190,1.5273414,310.55167,-1.5273414,38,0.14619175330304165,0.14171430153022713
42,191,1.5273414,310.55167,-1.5273414,39,0.1769069117663653,0.16392812130530351
42,192,1.5273414,310.55167,-1.5273414,40,0.17429014484076574,0.15653449019002524
42,193,1.5273414,310.55167,-1.5273414,41,0.13278397340984466,0.1243455294292378
42,194,1.5273414,310.55167,-1.5273414,42,0.14360709481246553,0.1312136620711386
42,195,1.5273414,310.55167,-1.5273414,43,0.11369002108396048,0.10247328403674513
42,196,1.5273414,310.55167,-1.5273414,44,0.15367600504456433,0.14333824669071926
42,197,1.5273414,310.55167,-1.5273414,45,0.14561129947524762,0.14071812231304004
42,198,1.5273414,310.55167,-1.5273414,46,0.14832164930732505,0.1445913871307957
42,199,1.5273414,310.55167,-1.5273414,47,0.1483972247841475,0.13874106752367288
42,200,1.5273414,310.55167,-1.5273414,48,0.14003831054170693,0.12911754691746394
42,201,1.5273414,310.55167,-1.5273414,49,0.10882690132316239,0.10279791768603526
42,202,1.5273414,310.55167,-1.5273414,50,0.14476776846781608,0.1404740151703752
42,203,1.5273414,310.55167,-1.5273414,51,0.13435568052917182,0.12570946365246327
42,204,1.5273414,310.55167,-1.5273414,52,0.15613922890358786,0.14457301898762073
42,205,1.5273414,310.55167,-1.5273414,53,0.13125875248998833,0.12065040390981843
42,206,1.5273414,310.55167,-1.5273414,54,0.10753415896770452,0.1064565955247516
42,207,1.5273414,310.55167,-1.5273414,55,0.14116503925400636,0.13661424234523187
42,208,1.5273414,310.55167,-1.5273414,56,0.13910734184314655,0.13897535562234245
42,209,1.5273414,310.55167,-1.5273414,57,0.13679189089163887,0.13416616054177247
42,210,1.5273414,310.55167,-1.5273414,58,0.15988941593004843,0.15809946703702443
42,211,1.5273414,310.55167,-1.5273414,59,0.1477051833909966,0.1427212823369334
42,212,1.5273414,310.55167,-1.5273414,60,0.1345126445274018,0.12686921559491232
42,213,1.5273414,310.55167,-1.5273414,61,0.1746583102582589,0.16740576563952547
