arm,seed,gen,best_ppf,sigma,best_fitness,h_sens_pop,div,stag,n_al
A_baseline,137,41,1.8366308212280273,0.05633588507771492,,1.6454018390360567,1.0,13,50
A_baseline,137,42,1.8366308212280273,0.05633588507771492,,1.5836780938071102,1.0,14,50
A_baseline,137,43,1.8366308212280273,0.05633588507771492,,1.5913427472633976,1.0,15,50
A_baseline,137,44,1.8366308212280273,0.05633588507771492,,1.6203084483015069,1.0,16,50
A_baseline,137,45,1.8366308212280273,0.05633588507771492,,1.632257512390208,1.0,17,50
A_baseline,137,46,1.8366308212280273,0.05633588507771492,,1.6706238910204065,1.0,18,50
A_baseline,137,47,1.8366308212280273,0.05633588507771492,,1.6306251440253965,1.0,19,50
A_baseline,137,48,1.8366308212280273,0.05633588507771492,,1.619472460675005,1.0,0,50
A_baseline,137,49,1.8366308212280273,0.05633588507771492,,1.6329804719302623,1.0,1,50
A_baseline,137,50,1.8366308212280273,0.05633588507771492,,1.6252903129073695,1.0,2,50
A_baseline,137,51,1.8366308212280273,0.05633588507771492,,1.6222679306182999,1.0,3,50
A_baseline,137,52,1.8366308212280273,0.05633588507771492,,1.6087409597116995,1.0,4,50
A_baseline,137,53,1.8366308212280273,0.05633588507771492,,1.6030099782471405,1.0,5,50
A_baseline,137,54,1.8366308212280273,0.05633588507771492,,1.5939169152479067,1.0,6,50
A_baseline,137,55,1.8366308212280273,0.05633588507771492,,1.6140141232177483,1.0,7,50
A_baseline,137,56,1.8366308212280273,0.05633588507771492,,1.6158823311595756,1.0,8,50
A_baseline,137,57,1.8366308212280273,0.05633588507771492,,1.5805574682663128,1.0,9,50
A_baseline,137,58,1.8366308212280273,0.05633588507771492,,1.540186492409077,1.0,10,50
A_baseline,137,59,1.8366308212280273,0.05633588507771492,,1.614398546721254,1.0,11,50
A_baseline,137,60,1.8366308212280273,0.05633588507771492,,1.625080985711748,1.0,12,50
A_baseline,137,61,1.8366308212280273,0.05633588507771492,,1.6114896591393413,1.0,13,50
A_baseline,137,62,1.8366308212280273,0.05633588507771492,,1.5912633794707456,1.0,14,50
A_baseline,137,63,1.8366308212280273,0.05633588507771492,,1.6096664254035822,1.0,15,50
A_baseline,137,64,1.8366308212280273,0.05633588507771492,,1.5862749212891205,1.0,16,50
A_baseline,137,65,1.8366308212280273,0.05633588507771492,,1.6097253230738935,1.0,17,50
A_baseline,137,66,1.8366308212280273,0.05633588507771492,,1.6512442064637893,1.0,18,50
A_baseline,137,67,1.8366308212280273,0.05633588507771492,,1.6081441247429407,1.0,19,50
A_baseline,137,68,1.8366308212280273,0.05633588507771492,,1.6219891170731688,1.0,0,50
A_baseline,137,69,1.8366308212280273,0.05633588507771492,,1.5922238854048767,1.0,1,50
A_baseline,137,70,1.8366308212280273,0.05633588507771492,,1.6046098803122444,1.0,2,50
A_baseline,137,71,1.8366308212280273,0.05633588507771492,,1.6300443551794028,1.0,3,50
A_baseline,137,72,1.8366308212280273,0.05633588507771492,,1.639113651219098,1.0,4,50
A_baseline,137,73,1.8366308212280273,0.05633588507771492,,1.6265118799405855,1.0,5,50
A_baseline,137,74,1.8366308212280273,0.05633588507771492,,1.6189015808797647,1.0,6,50
A_baseline,137,75,1.8366308212280273,0.05633588507771492,,1.5853229171600673,1.0,7,50
A_baseline,137,76,1.8366308212280273,0.05633588507771492,,1.6100797248587149,1.0,8,50
A_baseline,137,77,1.8366308212280273,0.05633588507771492,,1.6474434358756,1.0,9,50
A_baseline,137,78,1.8366308212280273,0.05633588507771492,,1.6419266113071853,1.0,10,50
A_baseline,137,79,1.8366308212280273,0.05633588507771492,,1.6255926149135902,1.0,11,50
A_baseline,137,80,1.8366308212280273,0.05633588507771492,,1.6762328820545112,1.0,12,50
A_baseline,137,81,1.8366308212280273,0.05633588507771492,,1.6896963921247818,1.0,13,50
A_baseline,137,82,1.8366308212280273,0.05633588507771492,,1.66371564528926,1.0,14,50
A_baseline,137,83,1.8366308212280273,0.05633588507771492,,1.6075399002227708,1.0,15,50
A_baseline,137,84,1.8366308212280273,0.05633588507771492,,1.6317529959057147,1.0,16,50
A_baseline,137,85,1.8366308212280273,0.05633588507771492,,1.6037168379265843,1.0,17,50
A_baseline,137,86,1.8366308212280273,0.05633588507771492,,1.620962578326121,1.0,18,50
A_baseline,137,87,1.8366308212280273,0.05633588507771492,,1.5883842821252565,1.0,19,50
A_baseline,137,88,1.8366308212280273,0.05633588507771492,,1.6262208977263357,1.0,0,50
A_baseline,137,89,1.8366308212280273,0.05633588507771492,,1.6172278571700964,1.0,1,50
A_baseline,137,90,1.8366308212280273,0.05633588507771492,,1.5954655462189389,1.0,2,50
A_baseline,137,91,1.8366308212280273,0.05633588507771492,,1.5689008284583001,1.0,3,50
A_baseline,137,92,1.8366308212280273,0.05633588507771492,,1.5560916575348296,1.0,4,50
A_baseline,137,93,1.8366308212280273,0.05633588507771492,,1.5219026207268518,1.0,5,50
