pattern,pred_ppf,sigma_ppf,cycle,priority
"[9, 4, 2, 8, 4, 2, 3, 9, 9, 9, 9, 4, 1, 8, 6, 8, 8, 7, 1, 5, 1, 8, 7, 2, 5, 2, 7, 9, 5, 8, 5]",1.9105198383331299,0.08978952467441559,313.12420654296875,0.04699740660916013
"[7, 4, 4, 2, 4, 8, 5, 4, 6, 7, 9, 4, 1, 8, 6, 7, 8, 7, 5, 5, 7, 9, 7, 9, 5, 5, 5, 8, 5, 5, 6]",1.8962819576263428,0.08899352699518204,315.3916320800781,0.04693051036358993
"[8, 3, 9, 5, 7, 5, 9, 9, 8, 4, 3, 8, 4, 7, 7, 4, 3, 1, 8, 6, 2, 4, 4, 2, 6, 3, 3, 3, 1, 2, 4]",2.121049642562866,0.09901788830757141,311.1184997558594,0.04668341543600678
"[5, 9, 9, 6, 4, 4, 5, 4, 9, 9, 9, 8, 1, 5, 1, 4, 8, 1, 8, 2, 7, 1, 7, 3, 2, 2, 5, 6, 4, 1, 1]",2.1278622150421143,0.09885942935943604,319.22833251953125,0.04645948511191281
"[7, 4, 6, 8, 1, 1, 5, 3, 9, 8, 9, 8, 8, 8, 6, 4, 4, 7, 2, 8, 2, 7, 7, 7, 5, 2, 5, 4, 1, 5, 6]",2.0533251762390137,0.09485158324241638,318.4421691894531,0.046194113891905766
"[3, 4, 7, 8, 1, 4, 3, 4, 3, 4, 1, 3, 4, 5, 9, 3, 4, 9, 4, 1, 9, 2, 1, 1, 2, 5, 7, 2, 2, 8, 5]",1.9054299592971802,0.08790454268455505,297.7465515136719,0.046133680286678413
"[2, 9, 3, 6, 3, 4, 1, 8, 3, 7, 8, 9, 3, 9, 6, 1, 8, 7, 1, 8, 3, 1, 9, 1, 6, 6, 1, 1, 8, 8, 4]",2.1477084159851074,0.09855944663286209,313.28765869140625,0.045890494263003
"[7, 3, 2, 3, 4, 7, 5, 6, 9, 9, 9, 4, 1, 8, 6, 7, 8, 7, 8, 5, 7, 7, 7, 2, 2, 5, 5, 1, 6, 5, 1]",2.0440618991851807,0.0937698632478714,306.2033386230469,0.045874255281112254
"[5, 7, 8, 9, 1, 4, 7, 3, 7, 8, 6, 9, 3, 2, 6, 4, 4, 2, 2, 6, 2, 3, 7, 2, 6, 4, 7, 2, 1, 1, 7]",1.8940105438232422,0.08684830367565155,321.7362976074219,0.0458541575202546
"[5, 8, 2, 3, 4, 4, 5, 7, 7, 8, 2, 8, 1, 2, 5, 9, 4, 5, 6, 2, 6, 5, 7, 2, 9, 5, 6, 3, 9, 4, 4]",2.069274663925171,0.09477287530899048,304.4991455078125,0.04580002411530688
"[7, 7, 1, 9, 3, 4, 9, 6, 8, 7, 6, 7, 6, 6, 6, 8, 7, 7, 3, 4, 8, 3, 4, 8, 5, 3, 5, 3, 2, 6, 8]",2.061864137649536,0.09435351938009262,318.9266052246094,0.04576124677468128
"[7, 9, 9, 8, 4, 9, 1, 2, 8, 7, 9, 3, 6, 8, 6, 2, 4, 7, 1, 5, 5, 4, 7, 7, 5, 2, 5, 6, 1, 1, 1]",1.8933732509613037,0.08658036589622498,327.8003845214844,0.045728078245632846
"[9, 6, 8, 8, 3, 2, 6, 4, 8, 9, 4, 3, 8, 3, 8, 4, 7, 1, 6, 5, 6, 2, 7, 8, 2, 1, 1, 6, 6, 5, 3]",1.8968262672424316,0.08661069720983505,323.5953369140625,0.04566082463362513
"[7, 9, 8, 7, 4, 6, 7, 3, 9, 7, 9, 3, 1, 8, 6, 4, 8, 5, 1, 5, 7, 7, 7, 3, 1, 2, 5, 5, 1, 5, 1]",2.1248486042022705,0.09697579592466354,309.14202880859375,0.04563889874035157
"[7, 4, 6, 8, 4, 7, 4, 4, 9, 7, 9, 8, 5, 8, 6, 4, 8, 7, 1, 5, 5, 7, 7, 9, 5, 2, 5, 4, 2, 5, 8]",2.109994649887085,0.0962589681148529,317.3397521972656,0.04562045808957196
"[6, 7, 9, 3, 1, 6, 7, 3, 1, 3, 8, 4, 9, 4, 8, 5, 7, 4, 7, 8, 7, 3, 8, 2, 7, 4, 3, 5, 3, 3, 8]",2.078582763671875,0.09481024742126465,313.9791259765625,0.04561290676772138
"[9, 1, 4, 9, 3, 3, 1, 7, 2, 4, 1, 3, 3, 6, 5, 8, 3, 2, 5, 6, 2, 6, 9, 1, 3, 5, 5, 9, 8, 9, 4]",1.9242875576019287,0.08772502094507217,305.5876159667969,0.04558828799273023
"[9, 9, 1, 8, 7, 8, 6, 4, 1, 7, 9, 3, 4, 7, 6, 5, 4, 3, 7, 2, 1, 9, 3, 4, 3, 5, 8, 7, 6, 7, 5]",2.145434617996216,0.09780184924602509,314.8963623046875,0.04558600986468641
"[4, 8, 4, 8, 6, 8, 9, 4, 9, 7, 9, 8, 8, 6, 6, 3, 6, 7, 9, 5, 2, 4, 7, 9, 5, 1, 5, 5, 7, 1, 8]",1.8857367038726807,0.08555491268634796,341.28851318359375,0.04536946602417002
"[5, 7, 1, 3, 3, 7, 6, 9, 8, 9, 6, 4, 7, 6, 9, 3, 2, 4, 1, 6, 7, 3, 4, 9, 7, 1, 6, 2, 3, 8, 7]",2.2468602657318115,0.10156776010990143,306.3620910644531,0.04520428637894579
"[4, 8, 4, 4, 2, 3, 6, 9, 5, 3, 8, 1, 3, 4, 1, 9, 8, 3, 3, 5, 9, 1, 4, 4, 2, 3, 7, 9, 1, 2, 3]",2.201694965362549,0.09936478734016418,310.6108093261719,0.045131021223360414
