pattern,pred_ppf,sigma_ppf,h_gauss,h_hist,h_traj,cycle,priority,entropy_mode
"[2, 1, 4, 9, 8, 8, 1, 6, 1, 4, 9, 1, 3, 9, 6, 1, 7, 1, 3, 2, 2, 1, 1, 1, 9, 2, 1, 7, 1, 1, 1]",1.9587903022766113,0.10268893092870712,-0.8571124076843262,1.7518749237060547,-160.5032501220703,313.7400817871094,280.5982348428393,combined
"[1, 1, 8, 3, 1, 4, 1, 1, 1, 4, 9, 1, 3, 9, 9, 1, 4, 8, 6, 4, 6, 1, 1, 1, 2, 2, 1, 4, 1, 1, 1]",1.949120044708252,0.09108513593673706,-0.9770222902297974,1.673622727394104,-165.1277618408203,326.60791015625,280.4435480639995,combined
"[4, 1, 8, 8, 7, 3, 1, 5, 1, 9, 9, 1, 9, 9, 1, 1, 1, 4, 4, 1, 6, 1, 1, 1, 2, 5, 1, 8, 3, 1, 1]",1.9598679542541504,0.13076826930046082,-0.6153899431228638,1.7519328594207764,-160.38937377929688,313.4525451660156,280.19618993066916,combined
"[8, 1, 3, 9, 9, 8, 1, 4, 1, 8, 2, 1, 8, 2, 9, 1, 4, 9, 5, 6, 2, 1, 1, 1, 5, 5, 1, 8, 8, 1, 1]",1.7886989116668701,0.07139809429645538,-1.2205455303192139,1.524732232093811,-162.73910522460938,327.9768371582031,279.5756022200947,combined
"[3, 1, 9, 7, 3, 3, 1, 1, 1, 7, 3, 1, 8, 9, 5, 1, 8, 7, 6, 6, 2, 1, 1, 1, 5, 4, 1, 7, 2, 1, 1]",1.892000675201416,0.0810309648513794,-1.0939854383468628,1.5483522415161133,-162.61801147460938,341.43682861328125,279.4207245420368,combined
"[1, 1, 8, 8, 3, 9, 1, 9, 1, 4, 5, 1, 7, 2, 8, 1, 8, 3, 7, 5, 7, 1, 1, 1, 1, 2, 1, 5, 2, 1, 1]",1.8953521251678467,0.07950667291879654,-1.112975835800171,1.6058253049850464,-166.97731018066406,329.35809326171875,279.04644972923234,combined
"[4, 1, 3, 1, 6, 4, 1, 2, 1, 4, 7, 1, 8, 3, 6, 1, 4, 9, 1, 4, 1, 1, 1, 1, 5, 8, 1, 8, 6, 1, 1]",1.8925291299819946,0.08780372887849808,-1.013712763786316,1.6410468816757202,-164.51109313964844,321.76971435546875,279.0123010436579,combined
"[7, 1, 4, 8, 9, 3, 1, 8, 1, 4, 8, 1, 8, 7, 6, 1, 3, 9, 8, 5, 5, 1, 1, 1, 3, 1, 1, 1, 5, 1, 1]",1.869871735572815,0.08620604872703552,-1.032076358795166,1.5802363157272339,-161.31875610351562,329.7816467285156,278.6996807358049,combined
"[4, 1, 8, 3, 3, 7, 1, 4, 1, 1, 9, 1, 3, 6, 6, 1, 7, 3, 8, 3, 2, 1, 1, 1, 2, 5, 1, 1, 2, 1, 1]",1.8930296897888184,0.08936186879873276,-0.9961227178573608,1.6548405885696411,-161.97901916503906,318.79974365234375,278.6868476391943,combined
"[1, 1, 9, 3, 4, 6, 1, 2, 1, 1, 9, 1, 3, 6, 3, 1, 7, 3, 4, 7, 7, 1, 1, 1, 6, 5, 1, 7, 2, 1, 1]",1.915547251701355,0.10505611449480057,-0.8343222141265869,1.6548405885696411,-163.51573181152344,322.5168151855469,278.6220163293833,combined
"[1, 1, 9, 8, 9, 8, 1, 5, 1, 4, 9, 1, 4, 2, 2, 1, 1, 3, 9, 5, 2, 1, 1, 1, 6, 5, 1, 3, 1, 1, 1]",1.846102237701416,0.102939672768116,-0.8546737432479858,1.6151829957962036,-156.52330017089844,318.3507080078125,278.5297375428067,combined
"[1, 1, 8, 9, 8, 9, 1, 3, 1, 8, 9, 1, 3, 9, 5, 1, 9, 1, 5, 6, 3, 1, 1, 1, 7, 4, 1, 6, 4, 1, 1]",1.9017208814620972,0.07820664346218109,-1.1294622421264648,1.604823112487793,-159.46224975585938,329.5855712890625,278.1303341477709,combined
"[1, 1, 3, 9, 4, 3, 1, 1, 1, 8, 7, 1, 6, 9, 4, 1, 7, 9, 6, 6, 1, 1, 1, 1, 5, 1, 1, 8, 5, 1, 1]",1.9949370622634888,0.09138660877943039,-0.9737176299095154,1.678400993347168,-169.29637145996094,330.53509521484375,278.08905080253123,combined
"[9, 1, 8, 9, 7, 7, 1, 1, 1, 3, 1, 1, 7, 9, 4, 1, 9, 3, 9, 2, 6, 1, 1, 1, 2, 5, 1, 1, 3, 1, 1]",1.9119981527328491,0.09361273050308228,-0.9496502876281738,1.6830120086669922,-160.09039306640625,315.7626953125,277.9459433025427,combined
"[9, 1, 8, 4, 5, 4, 1, 2, 1, 3, 8, 1, 9, 9, 1, 1, 9, 9, 7, 6, 1, 1, 1, 1, 8, 1, 1, 6, 6, 1, 1]",1.8685152530670166,0.07799021154642105,-1.1322332620620728,1.537300705909729,-162.07534790039062,337.7750244140625,277.9005976630326,combined
"[8, 1, 9, 4, 4, 8, 1, 4, 1, 8, 7, 1, 6, 7, 5, 1, 4, 9, 6, 6, 7, 1, 1, 1, 5, 1, 1, 7, 1, 1, 1]",1.8839311599731445,0.08129741996526718,-1.0907025337219238,1.5382674932479858,-163.82545471191406,340.2135314941406,277.7910093471713,combined
"[9, 1, 7, 3, 8, 7, 1, 5, 1, 4, 7, 1, 3, 4, 5, 1, 8, 3, 2, 3, 7, 1, 1, 1, 7, 5, 1, 7, 1, 1, 1]",1.93404221534729,0.1046111211180687,-0.8385672569274902,1.727013111114502,-165.5047149658203,311.0503234863281,277.75386951776807,combined
"[8, 1, 3, 3, 7, 7, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 3, 4, 6, 7, 8, 1, 1, 1, 6, 6, 1, 7, 5, 1, 1]",1.949869155883789,0.10686435550451279,-0.8172564506530762,1.7566531896591187,-167.02352905273438,308.2640686035156,277.7174971039133,combined
"[9, 1, 4, 4, 3, 9, 1, 5, 1, 3, 9, 1, 3, 9, 8, 1, 7, 3, 5, 3, 7, 1, 1, 1, 8, 3, 1, 7, 2, 1, 1]",1.8668668270111084,0.08372186869382858,-1.0613162517547607,1.6207644939422607,-164.99911499023438,319.872314453125,277.7045500274048,combined
"[3, 1, 9, 7, 2, 8, 1, 5, 1, 4, 3, 1, 3, 7, 1, 1, 4, 6, 4, 2, 2, 1, 1, 1, 4, 5, 1, 9, 1, 1, 1]",1.9501032829284668,0.09532934427261353,-0.9314793348312378,1.7250441312789917,-161.90777587890625,313.49163818359375,277.3117906502657,combined
"[2, 1, 7, 8, 7, 2, 1, 4, 1, 4, 1, 1, 4, 6, 1, 1, 7, 3, 6, 2, 5, 1, 1, 1, 9, 5, 1, 1, 2, 1, 1]",1.9079623222351074,0.09030888974666595,-0.9855809807777405,1.6943385601043701,-160.5032196044922,311.65509033203125,276.760685516628,combined
"[1, 1, 4, 9, 4, 3, 1, 1, 1, 8, 6, 1, 6, 7, 1, 1, 3, 9, 6, 6, 1, 1, 1, 1, 5, 1, 1, 8, 5, 1, 1]",1.973158597946167,0.08924379199743271,-0.9974448084831238,1.6533403396606445,-168.51438903808594,330.2574768066406,276.7277464262451,combined
"[4, 1, 3, 5, 7, 9, 1, 2, 1, 3, 9, 1, 9, 8, 1, 1, 8, 3, 1, 5, 9, 1, 1, 1, 5, 5, 1, 7, 3, 1, 1]",1.8150757551193237,0.07738114148378372,-1.1400736570358276,1.5501909255981445,-160.49490356445312,323.2102355957031,276.0420863017217,combined
"[4, 1, 7, 4, 7, 7, 1, 3, 1, 2, 9, 1, 6, 9, 7, 1, 4, 6, 2, 6, 2, 1, 1, 1, 6, 4, 1, 2, 1, 1, 1]",1.8747625350952148,0.07874604314565659,-1.1225885152816772,1.5835739374160767,-168.0461883544922,326.8009033203125,276.0419559770212,combined
"[6, 1, 3, 7, 3, 6, 1, 7, 1, 7, 3, 1, 9, 8, 7, 1, 8, 9, 5, 5, 1, 1, 1, 1, 5, 5, 1, 7, 4, 1, 1]",1.9741408824920654,0.10317549854516983,-0.8523853421211243,1.6655703783035278,-166.235595703125,326.66717529296875,275.6069234726049,combined
"[3, 1, 9, 8, 2, 9, 1, 3, 1, 7, 4, 1, 3, 7, 2, 1, 4, 7, 4, 6, 1, 1, 1, 1, 3, 7, 1, 6, 7, 1, 1]",1.9323673248291016,0.08587329089641571,-1.035943865776062,1.628976583480835,-166.12716674804688,326.521484375,275.25593605314305,combined
"[9, 1, 2, 7, 2, 4, 1, 7, 1, 3, 4, 1, 7, 1, 2, 1, 9, 7, 7, 5, 1, 1, 1, 1, 5, 6, 1, 7, 9, 1, 1]",1.9188629388809204,0.08301141113042831,-1.0698387622833252,1.6344985961914062,-166.7213134765625,322.7254638671875,274.89928126627495,combined
"[9, 1, 1, 8, 4, 7, 1, 4, 1, 3, 9, 1, 9, 4, 6, 1, 7, 9, 8, 2, 7, 1, 1, 1, 2, 5, 1, 7, 1, 1, 1]",1.943361759185791,0.08549012988805771,-1.040415644645691,1.6344985961914062,-165.4957733154297,326.76702880859375,274.83301681311156,combined
"[9, 1, 8, 1, 1, 6, 1, 8, 1, 4, 1, 1, 4, 9, 5, 1, 9, 3, 5, 9, 5, 1, 1, 1, 7, 5, 1, 7, 3, 1, 1]",1.9133068323135376,0.09315265715122223,-0.9545770883560181,1.6882236003875732,-162.32455444335938,311.3818054199219,274.7504106568977,combined
"[4, 1, 2, 8, 7, 2, 1, 6, 1, 4, 9, 1, 8, 9, 9, 1, 4, 9, 8, 5, 9, 1, 1, 1, 7, 5, 1, 7, 2, 1, 1]",1.909867525100708,0.08346094191074371,-1.0644378662109375,1.6086307764053345,-163.36691284179688,326.1102294921875,274.6738556959451,combined
"[9, 1, 3, 9, 7, 7, 1, 4, 1, 4, 2, 1, 4, 6, 1, 1, 3, 3, 1, 7, 2, 1, 1, 1, 2, 5, 1, 4, 5, 1, 1]",1.8158588409423828,0.09250832349061966,-0.9615181088447571,1.6058253049850464,-163.8737030029297,310.5889587402344,274.66415532114314,combined
"[3, 1, 3, 9, 9, 3, 1, 1, 1, 8, 4, 1, 6, 9, 1, 1, 7, 9, 6, 6, 1, 1, 1, 1, 5, 1, 1, 8, 1, 1, 1]",1.940617561340332,0.09023480117321014,-0.9864017367362976,1.6181186437606812,-168.188232421875,329.1825866699219,274.47768010838547,combined
"[3, 1, 9, 4, 8, 8, 1, 1, 1, 7, 3, 1, 9, 9, 5, 1, 4, 9, 2, 6, 7, 1, 1, 1, 5, 1, 1, 7, 1, 1, 1]",1.8627045154571533,0.0764332190155983,-1.1523990631103516,1.5684397220611572,-163.75759887695312,325.9412536621094,274.4498285208536,combined
"[2, 1, 8, 8, 4, 5, 1, 4, 1, 4, 7, 1, 9, 5, 2, 1, 4, 3, 6, 9, 7, 1, 1, 1, 2, 5, 1, 7, 5, 1, 1]",1.9222362041473389,0.08685754239559174,-1.0245474576950073,1.6151829957962036,-166.30889892578125,326.142822265625,274.04544017141154,combined
"[4, 1, 9, 3, 7, 4, 1, 7, 1, 2, 8, 1, 9, 5, 5, 1, 4, 1, 7, 7, 3, 1, 1, 1, 5, 1, 1, 2, 1, 1, 1]",1.9295706748962402,0.08879124373197556,-1.0025289058685303,1.6094379425048828,-166.90342712402344,328.3369140625,273.86279260425425,combined
