source,seed,ppf_pred,pos_0_type,pos_0_shap,pos_1_type,pos_1_shap,pos_2_type,pos_2_shap,pos_3_type,pos_3_shap,pos_4_type,pos_4_shap,pos_5_type,pos_5_shap,pos_6_type,pos_6_shap,pos_7_type,pos_7_shap,pos_8_type,pos_8_shap,pos_9_type,pos_9_shap,pos_10_type,pos_10_shap,pos_11_type,pos_11_shap,pos_12_type,pos_12_shap,pos_13_type,pos_13_shap,pos_14_type,pos_14_shap,pos_15_type,pos_15_shap,pos_16_type,pos_16_shap,pos_17_type,pos_17_shap,pos_18_type,pos_18_shap,pos_19_type,pos_19_shap,pos_20_type,pos_20_shap,pos_21_type,pos_21_shap,pos_22_type,pos_22_shap,pos_23_type,pos_23_shap,pos_24_type,pos_24_shap,pos_25_type,pos_25_shap,pos_26_type,pos_26_shap,pos_27_type,pos_27_shap,pos_28_type,pos_28_shap,pos_29_type,pos_29_shap,pos_30_type,pos_30_shap
al_candidate,1023,5.0820722579956055,3,-0.3524329996535999,5,1.5259468417094655,8,-0.17405127028733627,8,0.0,1,0.0,1,0.0,5,0.0,6,0.0,6,0.7398084065728256,1,0.0,4,0.0,7,0.0,4,0.1498761924090899,5,-0.1768876506971311,9,0.0,4,0.0,3,0.0,7,0.0,2,0.0,9,0.0,8,0.0,3,0.0,3,0.07060564065370609,4,0.12443167673355968,4,0.07782862054861205,5,0.11419029062289443,6,0.0,2,0.0,1,0.0,6,0.0,6,0.0
al_candidate,42,6.3574538230896,6,0.3277294632965843,5,1.5831240279858882,9,0.0,7,0.0,2,0.0,4,0.0,3,0.0,3,0.0,2,0.5800924053614556,2,0.33918406481279895,8,0.0,9,0.10328100536679485,1,0.0,8,0.09088190427961426,3,0.0,5,0.0,3,0.10244323365453518,3,0.05876726988225361,4,0.08968090756167912,6,0.0,4,0.0,7,0.0,1,0.0,4,0.0,2,0.0,1,0.0,3,0.0,1,0.0,7,0.0,5,0.09951303150447556,6,0.0
al_candidate,509,5.374945163726807,1,0.05621814787853376,5,1.3945079832761467,5,0.414981117708239,9,0.0,4,0.0,7,0.0,7,0.0,2,0.0,2,0.5651246794106976,1,0.0,2,0.0,5,-0.3039289484372836,8,0.0,3,0.027595904914817476,4,0.0,2,0.0,9,0.13157997133452443,8,0.03290101476525198,1,0.0,3,0.0,6,0.0,2,0.0,3,0.06649712681056899,7,0.0,3,0.0,4,0.0,4,0.0,1,0.006711656681790739,4,0.0,7,0.0,9,0.0
al_candidate,1023,5.952239036560059,5,0.6549028318660765,5,1.5219546372388604,5,0.4802229957878326,8,0.0,8,0.0,2,0.0,4,0.0,1,0.004883798825570833,6,0.6330821660225856,4,-0.22695778992880067,6,0.0,4,0.09894651496809088,7,0.0,5,0.0,3,0.0,5,0.0,1,0.0,5,-0.3526752227321142,6,0.0,3,0.0,7,0.0,2,0.0,4,0.11568143501501404,2,0.0,5,0.0,6,0.03944116011342324,1,0.0,9,0.0,3,0.0,7,0.0,5,0.0
al_candidate,271,5.3016510009765625,7,0.0,5,1.552644494776471,6,0.25904048454760636,7,0.0,3,0.0,6,0.0,7,0.0,1,0.0,6,0.6942810894126304,8,0.0,4,0.03733309340995982,3,0.0,3,0.07063352695641145,8,0.0,3,0.0,2,0.09626405586956563,9,0.05917812353367385,8,0.0,5,-0.22064179490217414,2,0.0,3,0.0,4,0.0,8,0.0,5,-0.2768238568018764,5,0.0,2,0.0469852747907753,2,0.0,8,0.0,5,0.0,7,0.0,1,0.0
al_candidate,271,5.447547435760498,8,-0.23523342375156586,5,1.458964283670838,2,0.24211474067515684,3,0.0,3,0.03763603232891684,2,0.0,3,0.0,4,0.0,5,1.138617154712325,2,0.3762033899495089,9,0.0,1,0.0,6,-0.12181420868547106,2,0.0,3,0.0,9,0.0,7,0.0,8,0.0,5,-0.2603769309464716,2,0.0,3,0.0,9,0.0,7,0.0,5,-0.10596026597263539,9,0.0,7,-0.06535984560362307,1,0.0,4,0.0,3,0.0,6,0.0,2,0.0
al_candidate,137,5.245755195617676,5,0.66232185793674,6,0.6935947438138714,3,-0.1374473053914407,9,0.0,1,0.0,7,0.0,8,0.0,6,0.0,5,1.064296405941144,6,0.27682339529806954,5,-0.13599119940711035,3,0.06419277486058839,8,0.0,4,0.0,9,0.0,9,0.0,7,0.0,7,0.0,1,0.0,3,0.0,6,0.03685551607074267,6,0.0,5,-0.35556586640324006,1,0.0,3,0.0,7,0.0,2,0.0,3,0.09391836351479207,5,0.0,2,0.0,1,0.0
al_candidate,137,6.848394393920898,5,0.6969516249260961,5,1.4888512069387516,8,0.0,5,0.0,1,0.0,5,0.0,1,0.0,7,0.0,5,1.114455464776298,6,0.17973933172252732,3,0.0,7,0.0,4,0.08121740580250562,4,0.0,7,0.0,6,0.0,3,0.11269165397776232,4,0.0,6,0.0,3,0.0,6,0.036372909624999124,1,0.0,2,0.0,5,0.0,9,0.0,1,0.0,1,0.0,3,0.04479133599136021,6,0.0,5,0.06536641461899041,5,0.0452005361580885
al_candidate,509,4.275789260864258,2,0.34562688642210315,2,0.6748856412742741,8,-0.13449007104977737,7,0.0,9,0.0,1,0.0,7,0.0,1,0.0,5,1.0868556131108424,4,-0.2514706355946557,5,0.0,9,0.0,6,-0.141426948582146,1,0.0,7,0.0,4,-0.05485395101957698,5,-0.11154935735023698,4,0.14256824705206506,8,0.0,2,0.0,7,0.0,9,0.0,5,-0.26311267278215356,1,0.0,9,0.0,7,0.0,4,0.0,6,0.0,7,0.0,9,0.0,8,0.0
al_candidate,271,5.054256439208984,2,0.37032039691463337,5,1.3787005734035662,9,-0.24696376205568585,1,0.0,8,0.0,4,0.047947520523919665,6,0.0,4,0.0,5,1.0315418653403325,1,0.0,5,-0.17092482007806495,2,-0.15702221522184168,7,0.0,7,0.0,1,0.0,8,0.0,7,0.0,5,-0.3085107651487886,9,0.0,3,0.0,4,0.0,4,0.07836120106033406,7,0.0,1,0.0,9,0.0,1,0.0,2,0.0,6,0.0,3,0.0,6,0.04804993508706023,3,0.0
