seed,gen,best_ppf,best_fit,sigma,h_sens_pop,div,stag,n_al_global
137,144,1.9831373691558838,341.4464111328125,0.07102782279253006,1.5158965356655492,1.0,5,64
137,145,1.9831373691558838,341.4464111328125,0.07102782279253006,1.5505767093338083,1.0,6,64
137,146,1.9831373691558838,341.4464111328125,0.07102782279253006,1.5257844980304367,1.0,7,64
137,147,1.9831373691558838,341.4464111328125,0.07102782279253006,1.543160380539455,1.0,8,64
137,148,1.9831373691558838,341.4464111328125,0.07102782279253006,1.5279983039892968,1.0,9,64
137,149,1.9831373691558838,341.4464111328125,0.07102782279253006,1.530959902343712,1.0,10,64
137,150,1.9831373691558838,341.4464111328125,0.07102782279253006,1.547477451146856,1.0,11,64
271,1,1.9087313413619995,333.4356994628906,0.059001374989748,1.7065214126289097,1.0,1,64
271,2,1.9087313413619995,333.4356994628906,0.059001374989748,1.7103053101583707,1.0,2,64
271,3,1.9087313413619995,333.4356994628906,0.059001374989748,1.7188150043935155,1.0,3,64
271,4,1.9087313413619995,333.4356994628906,0.059001374989748,1.7101566065851153,1.0,4,64
271,5,2.1740033626556396,333.6493835449219,0.04551408812403679,1.698777382890938,1.0,0,64
271,6,2.1740033626556396,333.6493835449219,0.04551408812403679,1.687142603706496,1.0,1,64
271,7,2.1740033626556396,333.6493835449219,0.04551408812403679,1.6876096248050179,1.0,2,64
271,8,2.1740033626556396,333.6493835449219,0.04551408812403679,1.7220108038648305,1.0,3,64
271,9,2.239262342453003,339.2914733886719,0.08307980000972748,1.715981746471486,1.0,0,64
271,10,2.239262342453003,339.2914733886719,0.08307980000972748,1.7047402120860797,1.0,1,64
271,11,2.239262342453003,339.2914733886719,0.08307980000972748,1.7183744485780437,1.0,2,64
271,12,2.239262342453003,339.2914733886719,0.08307980000972748,1.700487159061226,1.0,3,64
271,13,2.239262342453003,339.2914733886719,0.08307980000972748,1.7211833539558483,1.0,4,64
271,14,2.239262342453003,339.2914733886719,0.08307980000972748,1.7258482514864504,1.0,5,64
271,15,2.239262342453003,339.2914733886719,0.08307980000972748,1.700953355412199,1.0,6,64
271,16,2.239262342453003,339.2914733886719,0.08307980000972748,1.7133700112358388,1.0,7,64
271,17,2.239262342453003,339.2914733886719,0.08307980000972748,1.7173581772057331,1.0,8,64
271,18,2.239262342453003,339.2914733886719,0.08307980000972748,1.7147892829574989,1.0,9,64
271,19,2.239262342453003,339.2914733886719,0.08307980000972748,1.711805291156655,1.0,10,64
271,20,2.239262342453003,339.2914733886719,0.08307980000972748,1.7175343296700258,1.0,11,64
271,21,2.239262342453003,339.2914733886719,0.08307980000972748,1.7217916045029273,1.0,12,64
271,22,2.239262342453003,339.2914733886719,0.08307980000972748,1.7325882550651475,1.0,13,64
271,23,2.239262342453003,339.2914733886719,0.08307980000972748,1.7078959560331195,1.0,14,64
271,24,2.239262342453003,339.2914733886719,0.08307980000972748,1.7188798953759672,1.0,0,64
271,25,2.239262342453003,339.2914733886719,0.08307980000972748,1.6717279827367262,1.0,1,64
271,26,2.239262342453003,339.2914733886719,0.08307980000972748,1.7051329308300625,1.0,2,64
271,27,2.239262342453003,339.2914733886719,0.08307980000972748,1.7137046946389516,1.0,3,64
271,28,2.239262342453003,339.2914733886719,0.08307980000972748,1.7129003574624315,1.0,4,64
271,29,2.239262342453003,339.2914733886719,0.08307980000972748,1.7229133560963734,1.0,5,64
271,30,2.239262342453003,339.2914733886719,0.08307980000972748,1.7018327235894979,1.0,6,64
271,31,2.239262342453003,339.2914733886719,0.08307980000972748,1.7072724811278062,1.0,7,64
271,32,2.239262342453003,339.2914733886719,0.08307980000972748,1.7135081415604758,1.0,8,64
271,33,2.239262342453003,339.2914733886719,0.08307980000972748,1.718108743472727,1.0,9,64
271,34,2.239262342453003,339.2914733886719,0.08307980000972748,1.6866010530143944,1.0,10,64
271,35,2.239262342453003,339.2914733886719,0.08307980000972748,1.7002336014903758,1.0,11,64
271,36,2.239262342453003,339.2914733886719,0.08307980000972748,1.7194743170195848,1.0,12,64
271,37,2.239262342453003,339.2914733886719,0.08307980000972748,1.6993935307792811,1.0,13,64
271,38,2.239262342453003,339.2914733886719,0.08307980000972748,1.694633055691301,1.0,14,64
271,39,2.239262342453003,339.2914733886719,0.08307980000972748,1.688111585532856,1.0,0,64
271,40,2.239262342453003,339.2914733886719,0.08307980000972748,1.7016580498857414,1.0,1,64
271,41,2.239262342453003,339.2914733886719,0.08307980000972748,1.6794112807263606,1.0,2,64
271,42,2.239262342453003,339.2914733886719,0.08307980000972748,1.6818709478223217,1.0,3,64
271,43,2.239262342453003,339.2914733886719,0.08307980000972748,1.671361526493126,1.0,4,64
271,44,2.239262342453003,339.2914733886719,0.08307980000972748,1.6344155933954265,1.0,5,64
271,45,2.239262342453003,339.2914733886719,0.08307980000972748,1.610632269218165,1.0,6,64
271,46,2.239262342453003,339.2914733886719,0.08307980000972748,1.6167642483770264,1.0,7,64
271,47,2.239262342453003,339.2914733886719,0.08307980000972748,1.6275405218954169,1.0,8,64
271,48,2.239262342453003,339.2914733886719,0.08307980000972748,1.645352583237288,1.0,9,64
271,49,2.239262342453003,339.2914733886719,0.08307980000972748,1.6251238941953363,1.0,10,64
271,50,2.239262342453003,339.2914733886719,0.08307980000972748,1.6716672730642919,1.0,11,64
271,51,2.239262342453003,339.2914733886719,0.08307980000972748,1.701112637773608,1.0,12,64
271,52,2.239262342453003,339.2914733886719,0.08307980000972748,1.705105740736661,1.0,13,64
271,53,2.239262342453003,339.2914733886719,0.08307980000972748,1.6835923234180037,1.0,14,64
271,54,2.239262342453003,339.2914733886719,0.08307980000972748,1.7075550905010137,1.0,0,64
271,55,2.239262342453003,339.2914733886719,0.08307980000972748,1.6996053471608807,1.0,1,64
271,56,2.239262342453003,339.2914733886719,0.08307980000972748,1.7217293279293335,1.0,2,64
271,57,2.239262342453003,339.2914733886719,0.08307980000972748,1.727843056925771,1.0,3,64
271,58,2.239262342453003,339.2914733886719,0.08307980000972748,1.6798707234659886,1.0,4,64
271,59,2.239262342453003,339.2914733886719,0.08307980000972748,1.670084258540993,1.0,5,64
271,60,2.239262342453003,339.2914733886719,0.08307980000972748,1.680618833456062,1.0,6,64
271,61,2.239262342453003,339.2914733886719,0.08307980000972748,1.674801607288087,1.0,7,64
271,62,2.239262342453003,339.2914733886719,0.08307980000972748,1.6625339142795634,1.0,8,64
271,63,2.239262342453003,339.2914733886719,0.08307980000972748,1.647149609288485,1.0,9,64
271,64,2.239262342453003,339.2914733886719,0.08307980000972748,1.6553359175015046,1.0,10,64
271,65,2.239262342453003,339.2914733886719,0.08307980000972748,1.6698810291628234,1.0,11,64
271,66,2.239262342453003,339.2914733886719,0.08307980000972748,1.66764396973339,1.0,12,64
271,67,2.239262342453003,339.2914733886719,0.08307980000972748,1.653407474933297,1.0,13,64
271,68,2.239262342453003,339.2914733886719,0.08307980000972748,1.6663791845887792,1.0,14,64
271,69,2.239262342453003,339.2914733886719,0.08307980000972748,1.6840547360380032,1.0,0,64
271,70,2.239262342453003,339.2914733886719,0.08307980000972748,1.682268799623893,1.0,1,64
271,71,2.239262342453003,339.2914733886719,0.08307980000972748,1.6968562598026002,1.0,2,64
271,72,2.239262342453003,339.2914733886719,0.08307980000972748,1.6690199571304825,1.0,3,64
271,73,2.239262342453003,339.2914733886719,0.08307980000972748,1.6555348265770493,1.0,4,64
271,74,2.239262342453003,339.2914733886719,0.08307980000972748,1.6534314991688017,1.0,5,64
271,75,2.239262342453003,339.2914733886719,0.08307980000972748,1.651097210815592,1.0,6,64
271,76,2.239262342453003,339.2914733886719,0.08307980000972748,1.6431822231129662,1.0,7,64
271,77,2.239262342453003,339.2914733886719,0.08307980000972748,1.6423408893957783,1.0,8,64
271,78,2.239262342453003,339.2914733886719,0.08307980000972748,1.653207204305101,1.0,9,64
271,79,2.239262342453003,339.2914733886719,0.08307980000972748,1.663041790972337,1.0,10,64
271,80,2.239262342453003,339.2914733886719,0.08307980000972748,1.6634626613140304,1.0,11,64
271,81,2.239262342453003,339.2914733886719,0.08307980000972748,1.6556645740398537,1.0,12,64
271,82,2.239262342453003,339.2914733886719,0.08307980000972748,1.6857541817316906,1.0,13,64
271,83,2.239262342453003,339.2914733886719,0.08307980000972748,1.6829305589843782,1.0,14,64
271,84,2.239262342453003,339.2914733886719,0.08307980000972748,1.6957457563719494,1.0,0,64
271,85,2.239262342453003,339.2914733886719,0.08307980000972748,1.6746840421766944,1.0,1,64
271,86,2.239262342453003,339.2914733886719,0.08307980000972748,1.6579748500437297,1.0,2,64
271,87,2.239262342453003,339.2914733886719,0.08307980000972748,1.6352532960400485,1.0,3,64
271,88,2.239262342453003,339.2914733886719,0.08307980000972748,1.6241513880610223,1.0,4,64
271,89,2.239262342453003,339.2914733886719,0.08307980000972748,1.6427977533461489,1.0,5,64
271,90,2.239262342453003,339.2914733886719,0.08307980000972748,1.6237701012633763,1.0,6,64
271,91,2.239262342453003,339.2914733886719,0.08307980000972748,1.6196720926685282,1.0,7,64
271,92,2.239262342453003,339.2914733886719,0.08307980000972748,1.6264966417346682,1.0,8,64
271,93,2.239262342453003,339.2914733886719,0.08307980000972748,1.632303025794578,1.0,9,64
271,94,2.239262342453003,339.2914733886719,0.08307980000972748,1.6345296829165055,1.0,10,64
271,95,2.239262342453003,339.2914733886719,0.08307980000972748,1.6228789138304256,1.0,11,64
271,96,2.239262342453003,339.2914733886719,0.08307980000972748,1.62157861008049,1.0,12,64
271,97,2.239262342453003,339.2914733886719,0.08307980000972748,1.614020100328971,1.0,13,64
271,98,2.239262342453003,339.2914733886719,0.08307980000972748,1.651206559887544,1.0,14,64
271,99,2.239262342453003,339.2914733886719,0.08307980000972748,1.648935151658814,1.0,0,64
271,100,2.239262342453003,339.2914733886719,0.08307980000972748,1.6524243395059752,1.0,1,64
271,101,2.239262342453003,339.2914733886719,0.08307980000972748,1.6774303486720563,1.0,2,64
271,102,2.239262342453003,339.2914733886719,0.08307980000972748,1.671808292555346,1.0,3,64
271,103,2.239262342453003,339.2914733886719,0.08307980000972748,1.648690859710766,1.0,4,64
271,104,2.239262342453003,339.2914733886719,0.08307980000972748,1.6479502132253054,1.0,5,64
271,105,2.239262342453003,339.2914733886719,0.08307980000972748,1.6405676081556613,1.0,6,64
271,106,2.239262342453003,339.2914733886719,0.08307980000972748,1.6262253573311958,1.0,7,64
271,107,2.239262342453003,339.2914733886719,0.08307980000972748,1.63691842527672,1.0,8,64
271,108,2.239262342453003,339.2914733886719,0.08307980000972748,1.6073729776008152,1.0,9,64
271,109,2.239262342453003,339.2914733886719,0.08307980000972748,1.6063825306523967,1.0,10,64
271,110,2.239262342453003,339.2914733886719,0.08307980000972748,1.5878467559244158,1.0,11,64
271,111,2.239262342453003,339.2914733886719,0.08307980000972748,1.5853231710993978,1.0,12,64
271,112,2.239262342453003,339.2914733886719,0.08307980000972748,1.5772389070273127,1.0,13,64
271,113,2.239262342453003,339.2914733886719,0.08307980000972748,1.5628929399298586,1.0,14,64
271,114,2.239262342453003,339.2914733886719,0.08307980000972748,1.5728435349947516,1.0,0,64
271,115,2.239262342453003,339.2914733886719,0.08307980000972748,1.581904434188615,1.0,1,64
271,116,2.239262342453003,339.2914733886719,0.08307980000972748,1.597325240200826,1.0,2,64
271,117,2.239262342453003,339.2914733886719,0.08307980000972748,1.6006953032858773,1.0,3,64
271,118,2.239262342453003,339.2914733886719,0.08307980000972748,1.5970766318068672,1.0,4,64
271,119,2.239262342453003,339.2914733886719,0.08307980000972748,1.5374931720124048,1.0,5,64
271,120,2.239262342453003,339.2914733886719,0.08307980000972748,1.553749975536852,1.0,6,64
271,121,2.239262342453003,339.2914733886719,0.08307980000972748,1.5548537397151811,1.0,7,64
271,122,2.239262342453003,339.2914733886719,0.08307980000972748,1.5608787949398966,1.0,8,64
271,123,2.239262342453003,339.2914733886719,0.08307980000972748,1.564952383865935,1.0,9,64
271,124,2.239262342453003,339.2914733886719,0.08307980000972748,1.5561473385713345,1.0,10,64
271,125,2.239262342453003,339.2914733886719,0.08307980000972748,1.5424566520597778,1.0,11,64
271,126,2.239262342453003,339.2914733886719,0.08307980000972748,1.5418631995268892,1.0,12,64
271,127,2.239262342453003,339.2914733886719,0.08307980000972748,1.53386220798163,1.0,13,64
271,128,2.239262342453003,339.2914733886719,0.08307980000972748,1.5531531040059408,1.0,14,64
271,129,2.239262342453003,339.2914733886719,0.08307980000972748,1.5801663264618986,1.0,0,64
271,130,2.239262342453003,339.2914733886719,0.08307980000972748,1.5712896518170039,1.0,1,64
271,131,2.239262342453003,339.2914733886719,0.08307980000972748,1.5864418972862477,1.0,2,64
271,132,2.239262342453003,339.2914733886719,0.08307980000972748,1.5738766910060942,1.0,3,64
271,133,2.239262342453003,339.2914733886719,0.08307980000972748,1.5527656193951858,1.0,4,64
271,134,2.239262342453003,339.2914733886719,0.08307980000972748,1.56708490520738,1.0,5,64
271,135,2.239262342453003,339.2914733886719,0.08307980000972748,1.5523894124376894,1.0,6,64
271,136,2.239262342453003,339.2914733886719,0.08307980000972748,1.5570285246742628,1.0,7,64
271,137,2.239262342453003,339.2914733886719,0.08307980000972748,1.5615294339245949,1.0,8,64
271,138,2.239262342453003,339.2914733886719,0.08307980000972748,1.5561644758966071,1.0,9,64
271,139,2.239262342453003,339.2914733886719,0.08307980000972748,1.5114590717535994,1.0,10,64
271,140,2.239262342453003,339.2914733886719,0.08307980000972748,1.5218980554419037,1.0,11,64
271,141,2.239262342453003,339.2914733886719,0.08307980000972748,1.5227758520819723,1.0,12,64
271,142,2.239262342453003,339.2914733886719,0.08307980000972748,1.5250014107455727,1.0,13,64
271,143,2.239262342453003,339.2914733886719,0.08307980000972748,1.510563702755882,1.0,14,64
271,144,2.239262342453003,339.2914733886719,0.08307980000972748,1.5228822316589785,1.0,0,64
271,145,2.239262342453003,339.2914733886719,0.08307980000972748,1.5188334754707018,1.0,1,64
271,146,2.239262342453003,339.2914733886719,0.08307980000972748,1.5026195988051123,1.0,2,64
271,147,2.239262342453003,339.2914733886719,0.08307980000972748,1.4682743210571976,1.0,3,64
271,148,2.239262342453003,339.2914733886719,0.08307980000972748,1.4721060961368488,1.0,4,64
271,149,2.239262342453003,339.2914733886719,0.08307980000972748,1.4576081769593063,1.0,5,64
271,150,2.239262342453003,339.2914733886719,0.08307980000972748,1.4683093026662715,1.0,6,64
509,1,1.7968122959136963,327.8403015136719,0.05846268683671951,1.7212593870727524,1.0,1,64
509,2,1.9447468519210815,333.264892578125,0.060115665197372437,1.737258317715977,1.0,0,64
509,3,1.926350712776184,338.90045166015625,0.060428038239479065,1.7169919221026955,1.0,0,64
509,4,1.926350712776184,338.90045166015625,0.060428038239479065,1.723648138876506,1.0,1,64
509,5,1.926350712776184,338.90045166015625,0.060428038239479065,1.731580416817191,1.0,2,64
509,6,1.926350712776184,338.90045166015625,0.060428038239479065,1.752452851953791,1.0,3,64
509,7,1.926350712776184,338.90045166015625,0.060428038239479065,1.7403822323619988,1.0,4,64
509,8,1.926350712776184,338.90045166015625,0.060428038239479065,1.738287757467799,1.0,5,64
509,9,1.926350712776184,338.90045166015625,0.060428038239479065,1.7240065576253398,1.0,6,64
509,10,1.926350712776184,338.90045166015625,0.060428038239479065,1.7319564499323528,1.0,7,64
509,11,1.926350712776184,338.90045166015625,0.060428038239479065,1.7289562165896764,1.0,8,64
509,12,1.926350712776184,338.90045166015625,0.060428038239479065,1.7075307868743106,1.0,9,64
509,13,1.926350712776184,338.90045166015625,0.060428038239479065,1.6839678614418725,1.0,10,64
509,14,1.926350712776184,338.90045166015625,0.060428038239479065,1.6962513911665917,1.0,11,64
509,15,1.926350712776184,338.90045166015625,0.060428038239479065,1.720900898926924,1.0,12,64
509,16,1.926350712776184,338.90045166015625,0.060428038239479065,1.7149030428830776,1.0,13,64
509,17,1.926350712776184,338.90045166015625,0.060428038239479065,1.7218957204612129,1.0,14,64
509,18,1.926350712776184,338.90045166015625,0.060428038239479065,1.7355202162157812,1.0,0,64
509,19,1.926350712776184,338.90045166015625,0.060428038239479065,1.7485666965036042,1.0,1,64
509,20,1.926350712776184,338.90045166015625,0.060428038239479065,1.7230255886578487,1.0,2,64
509,21,1.926350712776184,338.90045166015625,0.060428038239479065,1.7220410561585062,1.0,3,64
509,22,1.926350712776184,338.90045166015625,0.060428038239479065,1.702865812467839,1.0,4,64
509,23,1.926350712776184,338.90045166015625,0.060428038239479065,1.702632613792275,1.0,5,64
509,24,1.926350712776184,338.90045166015625,0.060428038239479065,1.6889115268574435,1.0,6,64
509,25,1.926350712776184,338.90045166015625,0.060428038239479065,1.699849015379267,1.0,7,64
509,26,1.926350712776184,338.90045166015625,0.060428038239479065,1.7100535298369788,1.0,8,64
509,27,1.926350712776184,338.90045166015625,0.060428038239479065,1.7197596306609444,1.0,9,64
509,28,1.926350712776184,338.90045166015625,0.060428038239479065,1.6995589022725435,1.0,10,64
509,29,1.926350712776184,338.90045166015625,0.060428038239479065,1.7028412584915626,1.0,11,64
509,30,1.926350712776184,338.90045166015625,0.060428038239479065,1.7046422804901378,1.0,12,64
509,31,1.926350712776184,338.90045166015625,0.060428038239479065,1.713854930004055,1.0,13,64
509,32,1.926350712776184,338.90045166015625,0.060428038239479065,1.7068682523512448,1.0,14,64
509,33,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7051518188843389,1.0,0,64
509,34,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7143705087620387,1.0,1,64
509,35,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7241392292622517,1.0,2,64
509,36,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7423867662070567,1.0,3,64
509,37,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7270486467165864,1.0,4,64
509,38,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7166049847976335,1.0,5,64
509,39,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7346643153333654,1.0,6,64
509,40,1.9919335842132568,344.08197021484375,0.08386661857366562,1.757595300728065,1.0,7,64
509,41,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7515600876613793,1.0,8,64
509,42,1.9919335842132568,344.08197021484375,0.08386661857366562,1.72939631644709,1.0,9,64
509,43,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7351610215497577,1.0,10,64
509,44,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7310649778196205,1.0,11,64
509,45,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6982233746134041,1.0,12,64
509,46,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7015864836680838,1.0,13,64
509,47,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7112036893832954,1.0,14,64
509,48,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7210086382391194,1.0,0,64
509,49,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7118287419220082,1.0,1,64
509,50,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7124034603622094,1.0,2,64
509,51,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6964800917892624,1.0,3,64
509,52,1.9919335842132568,344.08197021484375,0.08386661857366562,1.702758966790911,1.0,4,64
509,53,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6816700608082262,1.0,5,64
509,54,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6670308090325685,1.0,6,64
509,55,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6727796313323593,1.0,7,64
509,56,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6742100542207243,1.0,8,64
509,57,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6748429618029874,1.0,9,64
509,58,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6820643962059805,1.0,10,64
509,59,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7135929453887921,1.0,11,64
509,60,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7166830955794476,1.0,12,64
509,61,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6947181650107792,1.0,13,64
509,62,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7081588767314506,1.0,14,64
509,63,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7330669823418392,1.0,0,64
509,64,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7392832681942578,1.0,1,64
509,65,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7049870156847597,1.0,2,64
509,66,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7080629785253638,1.0,3,64
509,67,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7442869809473471,1.0,4,64
509,68,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7557931608491368,1.0,5,64
509,69,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6985282870140355,1.0,6,64
509,70,1.9919335842132568,344.08197021484375,0.08386661857366562,1.703742003404457,1.0,7,64
509,71,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6757904668351982,1.0,8,64
509,72,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6543775063302109,1.0,9,64
509,73,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6511336018316358,1.0,10,64
509,74,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6362988163716035,1.0,11,64
509,75,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6428813586037037,1.0,12,64
509,76,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6644838905897474,1.0,13,64
509,77,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6764065444044782,1.0,14,64
509,78,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7116880890619108,1.0,0,64
509,79,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6983976782174628,1.0,1,64
509,80,1.9919335842132568,344.08197021484375,0.08386661857366562,1.7031355826730439,1.0,2,64
509,81,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6905484842063239,1.0,3,64
509,82,1.9919335842132568,344.08197021484375,0.08386661857366562,1.657614266665606,1.0,4,64
509,83,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6583919956761362,1.0,5,64
509,84,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6266043136362398,1.0,6,64
509,85,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6578415553019863,1.0,7,64
509,86,1.9919335842132568,344.08197021484375,0.08386661857366562,1.646419143321838,1.0,8,64
509,87,1.9919335842132568,344.08197021484375,0.08386661857366562,1.64899601487261,1.0,9,64
509,88,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6487730693203992,1.0,10,64
509,89,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6626955933954382,1.0,11,64
509,90,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6618471801136865,1.0,12,64
509,91,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6648899460982183,1.0,13,64
509,92,1.9919335842132568,344.08197021484375,0.08386661857366562,1.642470967145613,1.0,14,64
509,93,1.9919335842132568,344.08197021484375,0.08386661857366562,1.663819655616796,1.0,0,64
509,94,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6500026739782263,1.0,1,64
509,95,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6427475026706582,1.0,2,64
509,96,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6662786519294241,1.0,3,64
509,97,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6744249782793854,1.0,4,64
509,98,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6432815362527406,1.0,5,64
509,99,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6499220344294951,1.0,6,64
509,100,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6589555044976896,1.0,7,64
509,101,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6818203551457283,1.0,8,64
509,102,1.9919335842132568,344.08197021484375,0.08386661857366562,1.681806879565108,1.0,9,64
509,103,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6853578336170316,1.0,10,64
509,104,1.9919335842132568,344.08197021484375,0.08386661857366562,1.707704619830876,1.0,11,64
509,105,1.9919335842132568,344.08197021484375,0.08386661857366562,1.69591677535167,1.0,12,64
509,106,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6971155135902787,1.0,13,64
509,107,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6673836678603975,1.0,14,64
509,108,1.9919335842132568,344.08197021484375,0.08386661857366562,1.702795034260523,1.0,0,64
509,109,1.9919335842132568,344.08197021484375,0.08386661857366562,1.70015692723539,1.0,1,64
509,110,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6732593759137973,1.0,2,64
509,111,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6814164583916749,1.0,3,64
509,112,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6844835143895927,1.0,4,64
509,113,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6776665778957314,1.0,5,64
509,114,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6844310512262148,1.0,6,64
509,115,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6895824141369482,1.0,7,64
509,116,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6762556386309302,1.0,8,64
509,117,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6740117832593555,1.0,9,64
509,118,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6696808125986602,1.0,10,64
509,119,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6887292565771759,1.0,11,64
509,120,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6672310272361865,1.0,12,64
509,121,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6609389395735918,1.0,13,64
509,122,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6570534426736343,1.0,14,64
509,123,1.9919335842132568,344.08197021484375,0.08386661857366562,1.657841924836838,1.0,0,64
509,124,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6513933082736643,1.0,1,64
509,125,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6356135001222427,1.0,2,64
509,126,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5967993864314662,1.0,3,64
509,127,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6116405627102006,1.0,4,64
509,128,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5813267697148463,1.0,5,64
509,129,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5910753666246689,1.0,6,64
509,130,1.9919335842132568,344.08197021484375,0.08386661857366562,1.576477112118159,1.0,7,64
509,131,1.9919335842132568,344.08197021484375,0.08386661857366562,1.586495534803491,1.0,8,64
509,132,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5945231660678085,1.0,9,64
509,133,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6077431127993593,1.0,10,64
509,134,1.9919335842132568,344.08197021484375,0.08386661857366562,1.6076501048515413,1.0,11,64
509,135,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5963671555823413,1.0,12,64
509,136,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5901717432831592,1.0,13,64
509,137,1.9919335842132568,344.08197021484375,0.08386661857366562,1.574197882895861,1.0,14,64
509,138,1.9919335842132568,344.08197021484375,0.08386661857366562,1.593293718246116,1.0,0,64
509,139,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5768177683506166,1.0,1,64
509,140,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5706796733478212,1.0,2,64
509,141,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5199445437797272,1.0,3,64
509,142,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5282917094853787,1.0,4,64
509,143,1.9919335842132568,344.08197021484375,0.08386661857366562,1.521610264607374,1.0,5,64
509,144,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5545774663416627,1.0,6,64
509,145,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5380919318817183,1.0,7,64
