arm,gen,entropy_mode,injection_on,escalation_on,best_ppf,cycle,fitness,H_gauss,H_hist,H_traj,sigma,diversity,rev_rate,n_empires,temperature,stagnation_counter,escalation_round,cap_hits_in_a_row,injected_this_gen,hard_reset_fired,al_candidates_total
A_traj_only,4,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.8164959016393444,0.10505122950819668,6,1.4697344922755988,4,0,0,0,False,50
A_traj_only,5,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.7743801652892562,0.1176859504132231,6,1.360790000174377,5,0,0,0,False,61
A_traj_only,6,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.7825462012320328,0.11523613963039014,6,1.2599210498948732,6,0,0,0,False,73
A_traj_only,7,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.7460040983606557,0.12619877049180325,6,1.1665290395761165,7,0,0,0,False,87
A_traj_only,8,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.7277217741935483,0.13168346774193548,6,1.080059738892306,8,0,0,0,False,100
A_traj_only,9,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.6784274193548387,0.14647177419354837,6,1.0,9,0,0,0,False,113
A_traj_only,10,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.6385627530364371,0.15843117408906887,6,0.9258747122872903,10,0,0,0,False,126
A_traj_only,11,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.6336048879837067,0.15991853360488797,6,0.8572439828530728,11,0,0,0,False,140
A_traj_only,12,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5824242424242424,0.17527272727272727,6,0.7937005259840998,12,0,0,0,False,152
A_traj_only,13,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5550709939148073,0.18347870182555778,6,0.7348672461377994,13,0,0,0,False,162
A_traj_only,14,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5146464646464647,0.1956060606060606,6,0.6803950000871885,14,0,0,0,False,172
A_traj_only,15,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5029411764705882,0.1991176470588235,6,0.6299605249474366,0,1,0,25,False,185
A_traj_only,16,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.48444444444444446,0.20466666666666664,6,0.5832645197880584,1,1,0,0,False,199
A_traj_only,17,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.49112244897959184,0.20266326530612244,6,0.540029869446153,2,1,0,0,False,210
A_traj_only,18,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.4746951219512195,0.20759146341463414,6,0.5,3,1,0,0,False,220
A_traj_only,19,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5016359918200409,0.1995092024539877,6,0.4629373561436452,4,1,0,0,False,231
A_traj_only,20,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5070121951219512,0.19789634146341464,6,0.4286219914265364,5,1,0,0,False,240
A_traj_only,21,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5006060606060606,0.1998181818181818,6,0.39685026299204984,6,1,0,0,False,255
A_traj_only,22,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5131364562118126,0.1960590631364562,6,0.36743362306889965,7,1,0,0,False,269
A_traj_only,23,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.47884615384615387,0.20634615384615382,6,0.3401975000435943,8,1,0,0,False,280
A_traj_only,24,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5077235772357723,0.19768292682926827,6,0.3149802624737183,9,1,0,0,False,293
A_traj_only,25,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5307459677419355,0.19077620967741934,5,0.2916322598940292,10,1,0,0,False,304
A_traj_only,26,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.4751521298174442,0.20745436105476672,5,0.2700149347230765,11,1,0,0,False,319
A_traj_only,27,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.4870408163265306,0.2038877551020408,5,0.25,12,1,0,0,False,333
A_traj_only,28,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.5023326572008113,0.19930020283975658,5,0.2314686780718226,13,1,0,0,False,347
A_traj_only,29,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.4718940936863544,0.20843177189409368,5,0.2143109957132682,14,1,0,0,False,359
A_traj_only,30,traj,True,True,1.9474616504443614,335.2253576272306,335.2253576272306,-1.0832542344138072,1.9913464134109882,-184.87402886433938,0.08190520249456028,0.48154639175257735,0.20553608247422678,5,0.19842513149602492,0,2,0,38,False,373
