seed,best_ppf,best_cycle,best_sigma,best_fit,ood_flag,time_s
42,1.9685698747634888,343.3321838378906,0.04102092981338501,339.8799133300781,False,127.18154072761536
137,1.9831373691558838,346.1863708496094,0.07102782279253006,341.4464111328125,False,187.49178004264832
271,2.239262342453003,346.05023193359375,0.08307980000972748,339.2914733886719,False,154.27124881744385
509,1.9919335842132568,349.38824462890625,0.08386661857366562,344.08197021484375,False,121.57611608505249
1023,1.9929274320602417,349.3783874511719,0.04774928465485573,345.5108642578125,False,142.64765620231628
