metric,cnn_v9_old_6x6,cnn_v10_new_6x8,delta_v10_minus_v9
ppf_max_MAE,0.07894827425479889,0.05763857066631317,-0.021309703588485718
ppf_max_R2,0.9861920475959778,0.9922595620155334,0.006067514419555664
cycle_MAE_days,1.055806279182434,0.7898463010787964,-0.2659599781036377
cycle_R2,0.9878047704696655,0.9929952621459961,0.005190491676330566
rho_MAE_pcm,49.28412628173828,39.919105529785156,-9.365020751953125
rho_R2,0.9947471618652344,0.9966602325439453,0.0019130706787109375
