seed,gen,ppf_pred,sigma,h_sens_pop,sens_novelty,composite,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30
137,1,4.875892162322998,0.1900628209114074,1.7403988783445918,34.70878219604492,3.733489513397217,1,5,5,3,5,4,1,8,6,3,1,9,5,1,1,3,1,1,1,9,4,1,6,5,1,4,1,4,8,5,7
2718,1,5.120221614837647,0.2250712513923645,1.729824327874098,32.72765350341797,3.552402973175049,1,5,1,3,7,1,1,5,2,4,4,1,4,1,1,9,4,1,3,1,1,6,3,4,3,1,4,4,4,1,1
1618,1,4.621852397918701,0.187365636229515,1.755330173318954,33.04249954223633,3.4637014865875244,5,5,4,1,1,6,1,4,1,1,1,5,1,1,3,5,3,3,1,1,4,1,8,6,3,2,2,3,4,7,3
2718,1,5.543551445007324,0.2063054889440536,1.729824327874098,34.6357421875,3.4635679721832275,2,5,5,1,4,1,4,2,1,4,3,3,1,4,9,4,1,4,1,8,7,4,5,3,1,1,3,4,1,1,5
1618,2,4.96590518951416,0.1650190502405166,1.7264585244319757,33.70838928222656,3.4463469982147217,5,5,4,1,5,1,4,5,1,4,1,1,3,6,1,6,1,3,1,1,3,9,3,6,6,1,7,3,5,1,4
2718,2,5.726971626281738,0.2100282907485962,1.7459416259603515,33.341426849365234,3.440682172775269,6,2,5,6,5,6,5,3,5,1,3,4,1,5,1,1,3,3,1,5,6,1,4,1,1,4,1,4,1,1,8
1618,1,4.82826042175293,0.189173623919487,1.755330173318954,32.574371337890625,3.437230348587036,6,2,1,3,1,1,3,4,1,1,3,1,1,6,1,5,4,4,4,1,5,3,4,1,1,2,1,4,8,6,5
42,2,2.756352424621582,0.1556586921215057,1.7120449019615265,29.907869338989254,3.315765380859375,1,1,1,1,1,4,1,1,6,4,4,4,9,4,1,4,4,1,1,1,3,5,3,1,4,5,7,1,1,8,1
271,2,5.088153839111328,0.1762168407440185,1.7224204213974024,38.513763427734375,3.287569284439087,5,1,6,4,1,7,9,1,5,8,1,1,1,3,3,2,1,8,6,5,6,7,4,3,4,1,6,6,1,4,3
137,2,4.147662162780762,0.1626354306936264,1.718798034992829,36.5046272277832,3.2821617126464844,1,5,6,6,5,5,1,3,4,2,3,9,1,4,3,3,8,4,2,3,1,1,1,1,5,1,4,3,5,4,1
